,t,I,dI,a,da,y,dy
0,0.0,0.01046753,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
1,0.05,0.01219177,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
2,0.1,0.01054382,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
3,0.15,0.01065063,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
4,0.2,0.01234436,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
5,0.25,0.00897217,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
6,0.3,0.01118469,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
7,0.35,0.01013184,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
8,0.4,0.00898743,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
9,0.45,0.01158142,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
10,0.5,0.00946045,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
11,0.55,0.0098114,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
12,0.6,0.01057434,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
13,0.65,0.0087738,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
14,0.7,0.01170349,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
15,0.75,0.00920105,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
16,0.8,0.01261902,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
17,0.85,0.01025391,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
18,0.9,0.01295471,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
19,0.95,0.01123047,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
20,1.0,0.01486206,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
21,1.05,0.01325989,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
22,1.1,0.01287842,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
23,1.15,0.01139832,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
24,1.2,0.01094055,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
25,1.25,0.01272583,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
26,1.3,0.01072693,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
27,1.35,0.01226807,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
28,1.4,0.01252747,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
29,1.45,0.00996399,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
30,1.5,0.01322937,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
31,1.55,0.0113678,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
32,1.6,0.01036072,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
33,1.65,0.01315308,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
34,1.7,0.01176453,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
35,1.75,0.01063538,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
36,1.8,0.01348877,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
37,1.85,0.01176453,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
38,1.9,0.01069641,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
39,1.95,0.01303101,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
40,2.0,0.01176453,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
41,2.05,0.0096283,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
42,2.1,0.01223755,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
43,2.15,0.00997925,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
44,2.2,0.00917053,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
45,2.25,0.01130676,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
46,2.3,0.00984192,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
47,2.35,0.00906372,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
48,2.4,0.01148987,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
49,2.45,0.01022339,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
50,2.5,0.01045227,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
51,2.55,0.01225281,0.001,-0.01767147,0.0031415926535897933,-0.0002219063921935,3.945e-05
52,2.6,0.01116943,0.001,-0.02827435,0.0031415926535897933,-0.000355050202395,3.945e-05
