,t,I,dI,a,da,y,dy
0,0.0,0.02944946,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
1,0.05,0.0296936,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
2,0.1,0.0297699,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
3,0.15,0.0296936,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
4,0.2,0.02973938,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
5,0.25,0.02960205,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
6,0.3,0.03001404,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
7,0.35,0.02987671,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
8,0.4,0.02984619,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
9,0.45,0.02980042,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
10,0.5,0.02984619,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
11,0.55,0.02999878,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
12,0.6,0.03007507,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
13,0.65,0.02996826,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
14,0.7,0.03010559,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
15,0.75,0.03018188,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
16,0.8,0.02992249,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
17,0.85,0.02992249,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
18,0.9,0.02990723,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
19,0.95,0.03015137,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
20,1.0,0.02996826,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
21,1.05,0.03005981,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
22,1.1,0.0300293,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
23,1.15,0.02996826,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
24,1.2,0.0302124,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
25,1.25,0.03034973,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
26,1.3,0.03016663,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
27,1.35,0.03027344,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
28,1.4,0.03027344,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
29,1.45,0.03019714,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
30,1.5,0.0307312,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
31,1.55,0.03045654,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
32,1.6,0.03062439,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
33,1.65,0.0304718,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
34,1.7,0.03060913,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
35,1.75,0.03053284,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
36,1.8,0.03071594,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
37,1.85,0.03048706,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
38,1.9,0.03120422,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
39,1.95,0.03036499,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
40,2.0,0.0307312,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
41,2.05,0.03056335,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
42,2.1,0.03053284,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
43,2.15,0.03033447,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
44,2.2,0.03053284,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
45,2.25,0.03085327,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
46,2.3,0.03085327,0.001,-0.0015708,0.0031415926535897933,-1.972504612563031e-05,3.945e-05
47,2.35,0.03117371,0.001,-0.00903209,0.0031415926535897933,-0.0001134188896491,3.945e-05
48,2.4,0.03096008,0.001,-0.02670356,0.0031415926535897933,-0.0003353252818427,3.945e-05
49,2.45,0.03118896,0.001,-0.06950779,0.0031415926535897933,-0.0008728319097533,3.945e-05
50,2.5,0.03114319,0.001,-0.11938061,0.0031415926535897933,-0.0014991011196561,3.945e-05
51,2.55,0.03109741,0.001,-0.17632202,0.0031415926535897933,-0.0022141329115509,3.945e-05
52,2.6,0.03096008,0.001,-0.23247803,0.0031415926535897933,-0.002919302180383,3.945e-05
53,2.65,0.02983093,0.001,-0.28235085,0.0031415926535897933,-0.0035455713902857,3.945e-05
54,2.7,0.0308075,0.001,-0.32358429,0.0031415926535897933,-0.004063353097644,3.945e-05
55,2.75,0.0309906,0.001,-0.40133876,0.0031415926535897933,-0.0050397412484105,3.945e-05
56,2.8,0.03114319,0.001,-0.47752244,0.0031415926535897933,-0.0059964044786246,3.945e-05
57,2.85,0.03112793,0.001,-0.48341293,0.0031415926535897933,-0.0060703732760224,3.945e-05
58,2.9,0.0315094,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
59,2.95,0.03178406,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
60,3.0,0.03157043,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
61,3.05,0.0317688,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
62,3.1,0.03208923,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
63,3.15,0.03233337,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
64,3.2,0.03211975,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
65,3.25,0.03224182,0.001,-0.48223483,0.0031415926535897933,-0.0060555794914282,3.945e-05
66,3.3,0.03266907,0.001,-0.48302023,0.0031415926535897933,-0.006065442014491,3.945e-05
67,3.35,0.03262329,0.001,-0.48851802,0.0031415926535897933,-0.0061344795503575,3.945e-05
68,3.4,0.03303528,0.001,-0.5026552,0.0031415926535897933,-0.0063120047143416,3.945e-05
69,3.45,0.03286743,0.001,-0.54349594,0.0031415926535897933,-0.0068248551601685,3.945e-05
70,3.5,0.03279114,0.001,-0.59768845,0.0031415926535897933,-0.0075053681213435,3.945e-05
71,3.55,0.03271484,0.001,-0.64245618,0.0031415926535897933,-0.0080675310569112,3.945e-05
72,3.6,0.03297424,0.001,-0.68172611,0.0031415926535897933,-0.0085606563310392,3.945e-05
73,3.65,0.0330658,0.001,-0.73120624,0.0031415926535897933,-0.0091819944049838,3.945e-05
74,3.7,0.03314209,0.001,-0.77518857,0.0031415926535897933,-0.0097342948174887,3.945e-05
75,3.75,0.0330658,0.001,-0.8179928,0.0031415926535897933,-0.0102718014453994,3.945e-05
76,3.8,0.03353882,0.001,-0.85137224,0.0031415926535897933,-0.0106909579221296,3.945e-05
77,3.85,0.03361511,0.001,-0.8816101,0.0031415926535897933,-0.0110706645577549,3.945e-05
78,3.9,0.03361511,0.001,-0.89928157,0.0031415926535897933,-0.0112925709499485,3.945e-05
79,3.95,0.03372192,0.001,-0.89928157,0.0031415926535897933,-0.0112925709499485,3.945e-05
80,4.0,0.03338623,0.001,-0.89535457,0.0031415926535897933,-0.0112432583346345,3.945e-05
81,4.05,0.03334045,0.001,-0.89535457,0.0031415926535897933,-0.0112432583346345,3.945e-05
82,4.1,0.03329468,0.001,-0.89535457,0.0031415926535897933,-0.0112432583346345,3.945e-05
83,4.15,0.03327942,0.001,-0.89064218,0.0031415926535897933,-0.0111840833218308,3.945e-05
84,4.2,0.03327942,0.001,-0.88907138,0.0031415926535897933,-0.0111643582757052,3.945e-05
85,4.25,0.03286743,0.001,-0.88907138,0.0031415926535897933,-0.0111643582757052,3.945e-05
86,4.3,0.03312683,0.001,-0.88985678,0.0031415926535897933,-0.011174220798768,3.945e-05
87,4.35,0.03315735,0.001,-0.89653267,0.0031415926535897933,-0.0112580521192287,3.945e-05
88,4.4,0.0329895,0.001,-0.91106255,0.0031415926535897933,-0.0114405085447443,3.945e-05
89,4.45,0.03314209,0.001,-0.95308138,0.0031415926535897933,-0.0119681526495921,3.945e-05
90,4.5,0.03305054,0.001,-1.01237899,0.0031415926535897933,-0.0127127720106754,3.945e-05
91,4.55,0.03326416,0.001,-1.05282702,0.0031415926535897933,-0.0132206910693976,3.945e-05
92,4.6,0.03410339,0.001,-1.09170426,0.0031415926535897933,-0.0137088852075675,3.945e-05
93,4.65,0.03411865,0.001,-1.1329377,0.0031415926535897933,-0.0142266669149258,3.945e-05
94,4.7,0.03445435,0.001,-1.17417113,0.0031415926535897933,-0.0147444484967108,3.945e-05
95,4.75,0.03398132,0.001,-1.23071984,0.0031415926535897933,-0.0154545490270743,3.945e-05
96,4.8,0.03565979,0.001,-1.30690352,0.0031415926535897933,-0.0164112122572884,3.945e-05
97,4.85,0.03593445,0.001,-1.34342456,0.0031415926535897933,-0.0168698188262698,3.945e-05
98,4.9,0.03587341,0.001,-1.34460266,0.0031415926535897933,-0.016884612610864,3.945e-05
99,4.95,0.03605652,0.001,-1.34342456,0.0031415926535897933,-0.0168698188262698,3.945e-05
100,5.0,0.03640747,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
101,5.05,0.03651428,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
102,5.1,0.03659058,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
103,5.15,0.03651428,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
104,5.2,0.03681946,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
105,5.25,0.0368042,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
106,5.3,0.03683472,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
107,5.35,0.03684998,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
108,5.4,0.03691101,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
109,5.45,0.03707886,0.001,-1.33517787,0.0031415926535897933,-0.0167662624596834,3.945e-05
110,5.5,0.03707886,0.001,-1.33674867,0.0031415926535897933,-0.0167859875058091,3.945e-05
111,5.55,0.0369873,0.001,-1.34067567,0.0031415926535897933,-0.0168353001211232,3.945e-05
112,5.6,0.0370636,0.001,-1.34146106,0.0031415926535897933,-0.0168451625186127,3.945e-05
113,5.65,0.03701782,0.001,-1.34146106,0.0031415926535897933,-0.0168451625186127,3.945e-05
114,5.7,0.03694153,0.001,-1.34146106,0.0031415926535897933,-0.0168451625186127,3.945e-05
115,5.75,0.03715515,0.001,-1.34146106,0.0031415926535897933,-0.0168451625186127,3.945e-05
116,5.8,0.03674316,0.001,-1.34146106,0.0031415926535897933,-0.0168451625186127,3.945e-05
117,5.85,0.03703308,0.001,-1.34146106,0.0031415926535897933,-0.0168451625186127,3.945e-05
118,5.9,0.03668213,0.001,-1.34224646,0.0031415926535897933,-0.0168550250416755,3.945e-05
119,5.95,0.03701782,0.001,-1.34538806,0.0031415926535897933,-0.0168944751339268,3.945e-05
120,6.0,0.03703308,0.001,-1.34774426,0.0031415926535897933,-0.0169240627031152,3.945e-05
121,6.05,0.03688049,0.001,-1.34774426,0.0031415926535897933,-0.0169240627031152,3.945e-05
122,6.1,0.03729248,0.001,-1.34774426,0.0031415926535897933,-0.0169240627031152,3.945e-05
123,6.15,0.03721619,0.001,-1.34774426,0.0031415926535897933,-0.0169240627031152,3.945e-05
124,6.2,0.03720093,0.001,-1.34931505,0.0031415926535897933,-0.0169437876236676,3.945e-05
125,6.25,0.03726196,0.001,-1.35913254,0.0031415926535897933,-0.0170670690363796,3.945e-05
126,6.3,0.0375061,0.001,-1.3830872,0.0031415926535897933,-0.0173678754875024,3.945e-05
127,6.35,0.03733826,0.001,-1.40350757,0.0031415926535897933,-0.0176243007104159,3.945e-05
128,6.4,0.03723145,0.001,-1.43099652,0.0031415926535897933,-0.0179694883897481,3.945e-05
129,6.45,0.0372467,0.001,-1.46712487,0.0031415926535897933,-0.0184231638227714,3.945e-05
130,6.5,0.03742981,0.001,-1.49539922,0.0031415926535897933,-0.0187782140251665,3.945e-05
131,6.55,0.03790283,0.001,-1.50482401,0.0031415926535897933,-0.018896564176347,3.945e-05
132,6.6,0.0381012,0.001,-1.51896118,0.0031415926535897933,-0.0190740892147579,3.945e-05
133,6.65,0.03833008,0.001,-1.52838597,0.0031415926535897933,-0.0191924393659385,3.945e-05
134,6.7,0.03877258,0.001,-1.52760057,0.0031415926535897933,-0.0191825768428757,3.945e-05
