,t,I,dI,a,da,y,dy
0,0.0,0.04356384,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
1,0.05,0.04379272,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
2,0.1,0.04408264,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
3,0.15,0.04421997,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
4,0.2,0.04388428,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
5,0.25,0.04434204,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
6,0.3,0.04397583,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
7,0.35,0.04425049,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
8,0.4,0.04405212,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
9,0.45,0.04402161,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
10,0.5,0.04380798,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
11,0.55,0.04394531,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
12,0.6,0.04417419,0.001,-0.0015708,0.0031415926535897933,-1.972504612563031e-05,3.945e-05
13,0.65,0.04400635,0.001,-0.01021018,0.0031415926535897933,-0.00012821254867,3.945e-05
14,0.7,0.04385376,0.001,-0.01570798,0.0031415926535897933,-0.0001972502101098,3.945e-05
15,0.75,0.04354858,0.001,-0.02120577,0.0031415926535897933,-0.0002662877459762,3.945e-05
16,0.8,0.04356384,0.001,-0.02670356,0.0031415926535897933,-0.0003353252818427,3.945e-05
17,0.85,0.04360962,0.001,-0.03769914,0.0031415926535897933,-0.0004734003535756,3.945e-05
18,0.9,0.04356384,0.001,-0.05811951,0.0031415926535897933,-0.000729825576489,3.945e-05
19,0.95,0.04364014,0.001,-0.08796466,0.0031415926535897933,-0.0011046008250097,3.945e-05
20,1.0,0.0430603,0.001,-0.11780981,0.0031415926535897933,-0.0014793760735305,3.945e-05
21,1.05,0.04252625,0.001,-0.13587398,0.0031415926535897933,-0.0017062137272555,3.945e-05
22,1.1,0.04206848,0.001,-0.15865055,0.0031415926535897933,-0.0019922265193574,3.945e-05
23,1.15,0.04110718,0.001,-0.1884957,0.0031415926535897933,-0.0023670017678781,3.945e-05
24,1.2,0.03944397,0.001,-0.22619484,0.0031415926535897933,-0.0028404021214537,3.945e-05
25,1.25,0.03881836,0.001,-0.26310858,0.0031415926535897933,-0.0033039399519665,3.945e-05
26,1.3,0.03808594,0.001,-0.28981214,0.0031415926535897933,-0.0036392652338092,3.945e-05
27,1.35,0.03756714,0.001,-0.3141595,0.0031415926535897933,-0.0039450029464635,3.945e-05
28,1.4,0.03701782,0.001,-0.34243385,0.0031415926535897933,-0.0043000531488586,3.945e-05
29,1.45,0.03645325,0.001,-0.3797403,0.0031415926535897933,-0.0047685223664761,3.945e-05
30,1.5,0.03634644,0.001,-0.41076355,0.0031415926535897933,-0.005158091399591,3.945e-05
31,1.55,0.03651428,0.001,-0.45003348,0.0031415926535897933,-0.005651216673719,3.945e-05
32,1.6,0.03669739,0.001,-0.49323041,0.0031415926535897933,-0.0061936545631611,3.945e-05
33,1.65,0.03648376,0.001,-0.53289305,0.0031415926535897933,-0.0066917112243938,3.945e-05
34,1.7,0.0365448,0.001,-0.57334109,0.0031415926535897933,-0.0071996304086893,3.945e-05
35,1.75,0.03697205,0.001,-0.61850152,0.0031415926535897933,-0.0077667246057884,3.945e-05
36,1.8,0.03730774,0.001,-0.66915973,0.0031415926535897933,-0.0084028562131807,3.945e-05
37,1.85,0.03739929,0.001,-0.72845734,0.0031415926535897933,-0.009147475574264,3.945e-05
38,1.9,0.03747559,0.001,-0.78854034,0.0031415926535897933,-0.0099019573328369,3.945e-05
39,1.95,0.03779602,0.001,-0.82034899,0.0031415926535897933,-0.0103013888890146,3.945e-05
40,2.0,0.03771973,0.001,-0.82309789,0.0031415926535897933,-0.0103359077197345,3.945e-05
41,2.05,0.03796387,0.001,-0.8136731,0.0031415926535897933,-0.0102175575685539,3.945e-05
42,2.1,0.03823853,0.001,-0.80424832,0.0031415926535897933,-0.0100992075429467,3.945e-05
43,2.15,0.03858948,0.001,-0.80424832,0.0031415926535897933,-0.0100992075429467,3.945e-05
44,2.2,0.03865051,0.001,-0.80424832,0.0031415926535897933,-0.0100992075429467,3.945e-05
45,2.25,0.0400238,0.001,-0.80424832,0.0031415926535897933,-0.0100992075429467,3.945e-05
46,2.3,0.04046631,0.001,-0.80424832,0.0031415926535897933,-0.0100992075429467,3.945e-05
47,2.35,0.0402832,0.001,-0.80424832,0.0031415926535897933,-0.0100992075429467,3.945e-05
48,2.4,0.04066467,0.001,-0.80424832,0.0031415926535897933,-0.0100992075429467,3.945e-05
49,2.45,0.0411377,0.001,-0.80503372,0.0031415926535897933,-0.0101090700660095,3.945e-05
50,2.5,0.04138184,0.001,-0.80974611,0.0031415926535897933,-0.0101682450788131,3.945e-05
51,2.55,0.04151917,0.001,-0.81328041,0.0031415926535897933,-0.0102126264325958,3.945e-05
52,2.6,0.04171753,0.001,-0.8168147,0.0031415926535897933,-0.0102570076608052,3.945e-05
53,2.65,0.04252625,0.001,-0.82074169,0.0031415926535897933,-0.010306320150546,3.945e-05
54,2.7,0.04266357,0.001,-0.82623948,0.0031415926535897933,-0.0103753576864125,3.945e-05
55,2.75,0.04299927,0.001,-0.83409347,0.0031415926535897933,-0.0104739827914674,3.945e-05
56,2.8,0.04359436,0.001,-0.84194746,0.0031415926535897933,-0.0105726078965223,3.945e-05
57,2.85,0.04374695,0.001,-0.85608464,0.0031415926535897933,-0.0107501330605065,3.945e-05
58,2.9,0.04396057,0.001,-0.87179261,0.0031415926535897933,-0.010947383145043,3.945e-05
59,2.95,0.04423523,0.001,-0.88867869,0.0031415926535897933,-0.011159427139747,3.945e-05
60,3.0,0.04388428,0.001,-0.90477936,0.0031415926535897933,-0.011361608485815,3.945e-05
61,3.05,0.04425049,0.001,-0.92480703,0.0031415926535897933,-0.011613102447197,3.945e-05
62,3.1,0.04417419,0.001,-0.94562009,0.0031415926535897933,-0.0118744588060686,3.945e-05
63,3.15,0.04386902,0.001,-0.96525506,0.0031415926535897933,-0.0121210215059193,3.945e-05
64,3.2,0.04371643,0.001,-0.98960242,0.0031415926535897933,-0.0124267592185735,3.945e-05
65,3.25,0.04348755,0.001,-1.01120089,0.0031415926535897933,-0.0126979782260812,3.945e-05
66,3.3,0.04312134,0.001,-1.03594095,0.0031415926535897933,-0.0130086472002669,3.945e-05
67,3.35,0.04295349,0.001,-1.06421531,0.0031415926535897933,-0.0133636975282352,3.945e-05
68,3.4,0.04277039,0.001,-1.09327506,0.0031415926535897933,-0.0137286102536931,3.945e-05
69,3.45,0.04283142,0.001,-1.12665451,0.0031415926535897933,-0.0141477668559965,3.945e-05
70,3.5,0.04283142,0.001,-1.15217997,0.0031415926535897933,-0.014468298353245,3.945e-05
71,3.55,0.04312134,0.001,-1.18713021,0.0031415926535897933,-0.0149071798761008,3.945e-05
72,3.6,0.04342651,0.001,-1.23778843,0.0031415926535897933,-0.0155433116090664,3.945e-05
73,3.65,0.04443359,0.001,-1.28530505,0.0031415926535897933,-0.0161399932497807,3.945e-05
74,3.7,0.04463196,0.001,-1.31632831,0.0031415926535897933,-0.0165295624084689,3.945e-05
75,3.75,0.04423523,0.001,-1.34146107,0.0031415926535897933,-0.016845162644186,3.945e-05
76,3.8,0.04405212,0.001,-1.36659383,0.0031415926535897933,-0.017160762879903,3.945e-05
77,3.85,0.04373169,0.001,-1.38779959,0.0031415926535897933,-0.0174270505003061,3.945e-05
78,3.9,0.04391479,0.001,-1.39486818,0.0031415926535897933,-0.0175158130822981,3.945e-05
79,3.95,0.04399109,0.001,-1.39133389,0.0031415926535897933,-0.0174714318540887,3.945e-05
80,4.0,0.04403687,0.001,-1.37444781,0.0031415926535897933,-0.0172593878593847,3.945e-05
81,4.05,0.04446411,0.001,-1.35952524,0.0031415926535897933,-0.017072000297911,3.945e-05
82,4.1,0.04443359,0.001,-1.35716904,0.0031415926535897933,-0.0170424127287225,3.945e-05
83,4.15,0.04444885,0.001,-1.35716904,0.0031415926535897933,-0.0170424127287225,3.945e-05
84,4.2,0.04481506,0.001,-1.35716904,0.0031415926535897933,-0.0170424127287225,3.945e-05
85,4.25,0.04440308,0.001,-1.35716904,0.0031415926535897933,-0.0170424127287225,3.945e-05
86,4.3,0.04467773,0.001,-1.35716904,0.0031415926535897933,-0.0170424127287225,3.945e-05
87,4.35,0.04450989,0.001,-1.35952524,0.0031415926535897933,-0.017072000297911,3.945e-05
88,4.4,0.04415894,0.001,-1.36973542,0.0031415926535897933,-0.0172002128465811,3.945e-05
89,4.45,0.04402161,0.001,-1.38897769,0.0031415926535897933,-0.0174418442849003,3.945e-05
90,4.5,0.04397583,0.001,-1.40821996,0.0031415926535897933,-0.0176834757232195,3.945e-05
91,4.55,0.04389954,0.001,-1.44159941,0.0031415926535897933,-0.0181026323255229,3.945e-05
92,4.6,0.04391479,0.001,-1.48754523,0.0031415926535897933,-0.0186795889201116,3.945e-05
93,4.65,0.04396057,0.001,-1.53074216,0.0031415926535897933,-0.0192220268095537,3.945e-05
94,4.7,0.04344177,0.001,-1.55980192,0.0031415926535897933,-0.0195869396605848,3.945e-05
