,t,I,dI,a,da,y,dy
0,0.0,0.04412842,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
1,0.05,0.04377747,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
2,0.1,0.04399109,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
3,0.15,0.04394531,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
4,0.2,0.04400635,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
5,0.25,0.04393005,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
6,0.3,0.04428101,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
7,0.35,0.04417419,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
8,0.4,0.04402161,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
9,0.45,0.04438782,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
10,0.5,0.04449463,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
11,0.55,0.04475403,0.001,0.0011781,0.0031415926535897933,1.4793784594222734e-05,3.945e-05
12,0.6,0.04501343,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
13,0.65,0.04516602,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
14,0.7,0.04537964,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
15,0.75,0.04553223,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
16,0.8,0.0456543,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
17,0.85,0.04612732,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
18,0.9,0.04658508,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
19,0.95,0.04684448,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
20,1.0,0.04740906,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
21,1.05,0.0480957,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
22,1.1,0.04847717,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
23,1.15,0.04858398,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
24,1.2,0.04893494,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
