,t,I,dI,a,da,y,dy
0,0.0,0.03149414,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
1,0.05,0.03152466,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
2,0.1,0.03135681,0.001,0.0,0.0031415926535897933,0.0,3.945e-05
3,0.15,0.03153992,0.001,0.0011781,0.0031415926535897933,1.4793784594222734e-05,3.945e-05
4,0.2,0.03172302,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
5,0.25,0.03172302,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
6,0.3,0.03157043,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
7,0.35,0.03172302,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
8,0.4,0.03170776,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
9,0.45,0.03157043,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
10,0.5,0.03134155,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
11,0.55,0.03146362,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
12,0.6,0.03155518,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
13,0.65,0.03126526,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
14,0.7,0.03144836,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
15,0.75,0.03141785,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
16,0.8,0.03153992,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
17,0.85,0.03138733,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
18,0.9,0.03158569,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
19,0.95,0.03198242,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
20,1.0,0.03181458,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
21,1.05,0.03182983,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
22,1.1,0.03179932,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
23,1.15,0.03189087,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
24,1.2,0.03224182,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
25,1.25,0.03227234,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
26,1.3,0.03231812,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
27,1.35,0.03256226,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
28,1.4,0.03230286,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
29,1.45,0.0322876,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
30,1.5,0.03219604,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
31,1.55,0.03245544,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
32,1.6,0.03237915,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
33,1.65,0.03251648,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
34,1.7,0.03215027,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
35,1.75,0.0322876,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
36,1.8,0.03236389,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
37,1.85,0.03242493,0.001,0.000392699375,0.0031415926535897933,4.931253683079447e-06,3.945e-05
38,1.9,0.03257751,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
39,1.95,0.03251648,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
40,2.0,0.03265381,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
41,2.05,0.03224182,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
42,2.1,0.03224182,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
43,2.15,0.0319519,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
44,2.2,0.03205872,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
45,2.25,0.03175354,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
46,2.3,0.03167725,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
47,2.35,0.0319519,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
48,2.4,0.03192139,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
49,2.45,0.03190613,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
50,2.5,0.03201294,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
51,2.55,0.0320282,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
52,2.6,0.03245544,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
53,2.65,0.03230286,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
54,2.7,0.03234863,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
55,2.75,0.0324707,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
56,2.8,0.03227234,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
57,2.85,0.03230286,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
58,2.9,0.0324707,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
59,2.95,0.03265381,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
60,3.0,0.03260803,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
61,3.05,0.03283691,0.001,0.0019635,0.0031415926535897933,2.465630765703789e-05,3.945e-05
62,3.1,0.0330658,0.001,0.00314159,0.0031415926535897933,3.944996667801052e-05,3.945e-05
63,3.15,0.03314209,0.001,0.00314159,0.0031415926535897933,3.944996667801052e-05,3.945e-05
64,3.2,0.03321838,0.001,0.00314159,0.0031415926535897933,3.944996667801052e-05,3.945e-05
65,3.25,0.03321838,0.001,0.00314159,0.0031415926535897933,3.944996667801052e-05,3.945e-05
66,3.3,0.03327942,0.001,0.0023562,0.0031415926535897933,2.9587569188445467e-05,3.945e-05
67,3.35,0.03379822,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
68,3.4,0.03411865,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
69,3.45,0.03413391,0.001,0.0015708,0.0031415926535897933,1.972504612563031e-05,3.945e-05
70,3.5,0.0345459,0.001,0.00078539875,0.0031415926535897933,9.862507366158894e-06,3.945e-05
71,3.55,0.03468323,0.001,-0.02474006,0.0031415926535897933,-0.0003106689741856,3.945e-05
72,3.6,0.03430176,0.001,-0.06911509,0.0031415926535897933,-0.0008679006482219,3.945e-05
73,3.65,0.03408813,0.001,-0.15747245,0.0031415926535897933,-0.0019774327347631,3.945e-05
74,3.7,0.0340271,0.001,-0.22540944,0.0031415926535897933,-0.0028305395983909,3.945e-05
75,3.75,0.03337097,0.001,-0.28038735,0.0031415926535897933,-0.0035209150826287,3.945e-05
76,3.8,0.03352356,0.001,-0.30630551,0.0031415926535897933,-0.0038463778414086,3.945e-05
77,3.85,0.03381348,0.001,-0.34439735,0.0031415926535897933,-0.0043247094565156,3.945e-05
78,3.9,0.03396606,0.001,-0.39662637,0.0031415926535897933,-0.0049805662356068,3.945e-05
79,3.95,0.0340271,0.001,-0.41233434,0.0031415926535897933,-0.0051778163201434,3.945e-05
80,4.0,0.03445435,0.001,-0.41311974,0.0031415926535897933,-0.0051876788432062,3.945e-05
81,4.05,0.0344696,0.001,-0.41311974,0.0031415926535897933,-0.0051876788432062,3.945e-05
82,4.1,0.03445435,0.001,-0.41311974,0.0031415926535897933,-0.0051876788432062,3.945e-05
83,4.15,0.03468323,0.001,-0.41311974,0.0031415926535897933,-0.0051876788432062,3.945e-05
84,4.2,0.03344727,0.001,-0.41311974,0.0031415926535897933,-0.0051876788432062,3.945e-05
85,4.25,0.03540039,0.001,-0.41311974,0.0031415926535897933,-0.0051876788432062,3.945e-05
86,4.3,0.03520203,0.001,-0.41311974,0.0031415926535897933,-0.0051876788432062,3.945e-05
87,4.35,0.03507996,0.001,-0.42961312,0.0031415926535897933,-0.0053947915763788,3.945e-05
88,4.4,0.03520203,0.001,-0.49165962,0.0031415926535897933,-0.0061739296426087,3.945e-05
89,4.45,0.0350647,0.001,-0.55763311,0.0031415926535897933,-0.0070023801985795,3.945e-05
90,4.5,0.03491211,0.001,-0.61261102,0.0031415926535897933,-0.0076927556828173,3.945e-05
91,4.55,0.03501892,0.001,-0.67112323,0.0031415926535897933,-0.0084275125208377,3.945e-05
92,4.6,0.03520203,0.001,-0.72727924,0.0031415926535897933,-0.0091326817896698,3.945e-05
93,4.65,0.03527832,0.001,-0.80738992,0.0031415926535897933,-0.0101386576351979,3.945e-05
94,4.7,0.03529358,0.001,-0.85294304,0.0031415926535897933,-0.0107106829682552,3.945e-05
95,4.75,0.03530884,0.001,-0.85255034,0.0031415926535897933,-0.0107057517067238,3.945e-05
96,4.8,0.03520203,0.001,-0.84980145,0.0031415926535897933,-0.0106712330015772,3.945e-05
97,4.85,0.03517151,0.001,-0.84980145,0.0031415926535897933,-0.0106712330015772,3.945e-05
98,4.9,0.03517151,0.001,-0.84980145,0.0031415926535897933,-0.0106712330015772,3.945e-05
99,4.95,0.03491211,0.001,-0.84862335,0.0031415926535897933,-0.010656439216983,3.945e-05
100,5.0,0.0348053,0.001,-0.85294304,0.0031415926535897933,-0.0107106829682552,3.945e-05
101,5.05,0.03491211,0.001,-0.8820028,0.0031415926535897933,-0.0110755958192864,3.945e-05
