Time (s)	Light Intensity (% of scale max)	Position (m)
14.04	0.1	-0.2922
14.05	0.1	-0.2937
14.08	0.1	-0.2952
14.1	0.1	-0.2965
14.12	0.1	-0.2978
14.15	0.1	-0.2994
14.16	0.1	-0.3009
14.2	0.1	-0.3022
14.24	0.1	-0.303
14.25	0.1	-0.3037
14.28	0.1	-0.3047
14.3	0.1	-0.3051
14.32	0.1	-0.3051
14.35	0.1	-0.3048
14.36	0.1	-0.3046
14.4	0.1	-0.3046
14.44	0.1	-0.3046
14.45	0.1	-0.3046
14.48	0.1	-0.3046
14.5	0.1	-0.3046
14.52	0.1	-0.3046
14.55	0.1	-0.3046
14.56	0.1	-0.3046
14.6	0.1	-0.3046
14.64	0.1	-0.3046
14.65	0.1	-0.3048
14.68	0.1	-0.3054
14.7	0.1	-0.3069
14.72	0.1	-0.3086
14.75	0.1	-0.3101
14.76	0.1	-0.3117
14.8	0.1	-0.3133
14.84	0.1	-0.3145
14.85	0.1	-0.3158
14.88	0.1	-0.3169
14.9	0.1	-0.3176
14.92	0.1	-0.3184
14.95	0.1	-0.3191
14.96	0.1	-0.3196
15.0	0.1	-0.3197
15.04	0.1	-0.3196
15.05	0.1	-0.3195
15.08	0.1	-0.3195
15.1	0.1	-0.3195
15.12	0.1	-0.3195
15.15	0.1	-0.3195
15.16	0.1	-0.3195
15.2	0.1	-0.3195
15.24	0.1	-0.3195
15.25	0.1	-0.3195
15.28	0.1	-0.3195
15.3	0.1	-0.3196
15.32	0.1	-0.3205
15.35	0.1	-0.322
15.36	0.1	-0.3237
15.4	0.1	-0.3248
15.44	0.1	-0.326
15.45	0.1	-0.3273
15.48	0.1	-0.3285
15.5	0.1	-0.3294
15.52	0.1	-0.3305
15.55	0.1	-0.3314
15.56	0.1	-0.3321
15.6	0.1	-0.3322
15.64	0.1	-0.3322
15.65	0.1	-0.3318
15.68	0.1	-0.3317
15.7	0.1	-0.3317
15.72	0.1	-0.3317
15.75	0.1	-0.3317
15.76	0.1	-0.3317
15.8	0.1	-0.3317
15.84	0.1	-0.3317
15.85	0.1	-0.3317
15.88	0.1	-0.3317
15.9	0.1	-0.3317
15.92	0.1	-0.332
15.95	0.1	-0.3328
15.96	0.1	-0.3342
16.0	0.1	-0.3362
16.04	0.1	-0.3375
16.05	0.1	-0.3387
16.08	0.1	-0.3397
16.1	0.1	-0.3406
16.12	0.1	-0.3408
16.15	0.1	-0.3408
16.16	0.1	-0.3408
16.2	0.1	-0.3408
16.24	0.1	-0.3408
16.25	0.1	-0.3408
16.28	0.1	-0.3406
16.3	0.1	-0.3402
16.32	0.1	-0.3402
16.35	0.1	-0.3402
16.36	0.1	-0.3402
16.4	0.1	-0.3402
16.44	0.1	-0.3402
16.45	0.1	-0.3402
