t	I	a	y
0.0	0.0497	0.0	0.0
0.05	0.04964	0.0	0.0
0.1	0.04956	0.0	0.0
0.15	0.04935	0.0	0.0
0.2	0.04982	0.0	0.0
0.25	0.04961	0.0	0.0
0.3	0.04953	0.0	0.0
0.35	0.04951	0.0	0.0
0.4	0.04944	0.0	0.0
0.45	0.04935	0.0	0.0
0.5	0.04901	0.0	0.0
0.55	0.04935	0.0	0.0
0.6	0.04941	0.0	0.0
0.65	0.04987	0.0	0.0
0.7	0.04984	0.0	0.0
0.75	0.04977	0.0	0.0
0.8	0.05013	0.0	0.0
0.85	0.05031	0.0	0.0
0.9	0.05074	0.0	0.0
0.95	0.05087	0.0	0.0
1.0	0.0509	0.0	0.0
1.05	0.05104	0.0	0.0
1.1	0.05124	0.0	0.0
1.15	0.05132	0.0	0.0
1.2	0.05173	0.0	0.0
1.25	0.0519	0.0	0.0
1.3	0.05193	0.0	0.0
1.35	0.05196	0.0	0.0
1.4	0.05173	0.0	0.0
1.45	0.0517	0.0	0.0
1.5	0.05162	0.0	0.0
1.55	0.05174	0.0	0.0
1.6	0.05168	0.0	0.0
1.65	0.05167	0.0	0.0
1.7	0.05153	0.0	0.0
1.75	0.05144	0.0	0.0
1.8	0.05103	0.0	0.0
1.85	0.05147	-0.00236	-2.963528702348328e-05
1.9	0.05119	-0.0267	-0.00033528057776567946
1.95	0.05138	-0.07226	-0.0009073923052190262
2.0	0.05199	-0.12723	-0.0015976684610160075
2.05	0.05159	-0.14687	-0.0018442943242114361
2.1	0.05121	-0.17514	-0.0021992899022427377
2.15	0.05101	-0.19517	-0.0024508131221920473
2.2	0.05069	-0.23405	-0.002939041918578924
2.25	0.05087	-0.27803	-0.003491313072516549
2.3	0.05109	-0.30631	-0.003846434223797951
2.35	0.05115	-0.31573	-0.003964724225391685
2.4	0.05057	-0.33929	-0.004260574802626119
2.45	0.05038	-0.3766	-0.004729088598747374
2.5	0.05013	-0.39584	-0.004970691531938823
2.55	0.04993	-0.42333	-0.005315892396462363
2.6	0.04955	-0.46496	-0.005838653836626604
2.65	0.04907	-0.51208	-0.006430354991095473
2.7	0.04924	-0.55606	-0.006982626145033098
2.75	0.0488	-0.59298	-0.007446242584400471
2.8	0.04869	-0.62204	-0.0078111584491896355
2.85	0.04874	-0.63303	-0.00794916345104899
2.9	0.04842	-0.63068	-0.007919653737275607
2.95	0.04857	-0.62361	-0.007830873449455256
3.0	0.04779	-0.62204	-0.0078111584491896355
3.05	0.0479	-0.62204	-0.0078111584491896355
3.1	0.04776	-0.62204	-0.0078111584491896355
3.15	0.0477	-0.62204	-0.0078111584491896355
3.2	0.04707	-0.62204	-0.0078111584491896355
3.25	0.04733	-0.62204	-0.0078111584491896355
3.3	0.04762	-0.62518	-0.007850588449720879
3.35	0.04752	-0.63774	-0.008008308451845858
3.4	0.04752	-0.66602	-0.008363429603127259
3.45	0.04732	-0.73474	-0.00922636897781106
3.5	0.04736	-0.80503	-0.010109023352760484
3.55	0.04776	-0.85883	-0.010784607438295823
3.6	0.04813	-0.89693	-0.01126304152117494
3.65	0.04829	-0.93502	-0.011741350030803954
3.7	0.04832	-0.96683	-0.012140798539370482
3.75	0.04822	-1.00099	-0.012569756761710392
3.8	0.04851	-1.03201	-0.01295928498351906
3.85	0.04887	-1.07128	-0.013452411136659816
3.9	0.04951	-1.09877	-0.013797612001183356
3.95	0.04959	-1.12037	-0.01406885022139829
4.0	0.04987	-1.13569	-0.014261228440550732
4.05	0.04997	-1.14001	-0.014315476084593716
4.1	0.05003	-1.14982	-0.014438663442941332
4.15	0.04996	-1.17142	-0.014709901663156262
4.2	0.04967	-1.19381	-0.014991060170129057
4.25	0.04973	-1.21737	-0.015286910747363491
4.3	0.04976	-1.25193	-0.015720891899707382
4.35	0.04982	-1.28177	-0.016095602478004307
4.4	0.04993	-1.28805	-0.016174462479066794
4.45	0.04996	-1.28334	-0.016115317478269928
4.5	0.05008	-1.2692	-0.01593775690262923
4.55	0.05028	-1.2692	-0.01593775690262923
4.6	0.05016	-1.2692	-0.01593775690262923
4.65	0.05026	-1.2692	-0.01593775690262923
4.7	0.05016	-1.2692	-0.01593775690262923
4.75	0.05013	-1.2692	-0.01593775690262923
4.8	0.05035	-1.2692	-0.01593775690262923
4.85	0.05023	-1.2692	-0.01593775690262923
4.9	0.05009	-1.2692	-0.01593775690262923
4.95	0.05025	-1.27981	-0.016070990120984802
5.0	0.05002	-1.28962	-0.016194177479332418
5.05	0.05074	-1.32732	-0.016667588632207554
5.1	0.05069	-1.39173	-0.017476405936098467
5.15	0.05009	-1.42785	-0.01792997651545788
5.2	0.04921	-1.47969	-0.018580948243973716
5.25	0.04961	-1.52721	-0.019177672328446565
5.3	0.04945	-1.57944	-0.019833541413716283
5.35	0.04913	-1.62224	-0.020370994924142165
5.4	0.04858	-1.65248	-0.02075072843244307
5.45	0.04831	-1.7	-0.02134745251691592
5.5	0.04829	-1.73102	-0.021736980738724588
5.55	0.04814	-1.77029	-0.02223010689186534
5.6	0.04741	-1.81113	-0.022742948045271723
5.65	0.04761	-1.83862	-0.023088148909795263
5.7	0.04753	-1.86532	-0.023423429487560946
5.75	0.04735	-1.91677	-0.0240695038593229
5.8	0.04718	-1.9792	-0.024853457659694114
5.85	0.04741	-2.02122	-0.025381116456612233
5.9	0.04732	-2.04282	-0.025652354676827162
5.95	0.04741	-2.05617	-0.025819994965710004
6.0	0.04747	-2.06246	-0.025898980540022595
6.05	0.04761	-2.06206	-0.02589395761001861
6.1	0.04732	-2.04989	-0.025741134964647517
6.15	0.04733	-2.03418	-0.025543859388741194
6.2	0.04762	-2.03261	-0.02552414438847557
6.25	0.04745	-2.03261	-0.02552414438847557
6.3	0.04749	-2.03261	-0.02552414438847557
6.35	0.0479	-2.03261	-0.02552414438847557
6.4	0.04756	-2.03261	-0.02552414438847557
6.45	0.04739	-2.03261	-0.02552414438847557
6.5	0.04729	-2.03261	-0.02552414438847557
6.55	0.04744	-2.03261	-0.02552414438847557
6.6	0.04767	-2.03261	-0.02552414438847557
6.65	0.04753	-2.033	-0.02552904174522945
6.7	0.04749	-2.03497	-0.02555377967549905
6.75	0.04742	-2.03811	-0.0255932096760303
6.8	0.04742	-2.04047	-0.02562284496305378
6.85	0.04723	-2.05068	-0.025751055251405374
6.9	0.04716	-2.05617	-0.025819994965710004
6.95	0.0475	-2.06521	-0.025933513183799956
7.0	0.04712	-2.07659	-0.026076415542413193
7.05	0.04739	-2.09466	-0.026303326405343004
7.1	0.04747	-2.10565	-0.026441331407202354
7.15	0.04761	-2.12961	-0.02674220491444077
7.2	0.04768	-2.1567	-0.02708238284896033
7.25	0.04819	-2.19323	-0.027541101931573823
7.3	0.04858	-2.22975	-0.027999695440937222
7.35	0.04929	-2.27334	-0.028547069238120965
7.4	0.04993	-2.29651	-0.02883802245860152
7.45	0.05054	-2.34442	-0.029439643899828248
7.5	0.0506	-2.3829	-0.029922849766211145
7.55	0.05025	-2.42021	-0.0303913635623324
7.6	0.0509	-2.46929	-0.031007677073820773
7.65	0.0517	-2.52584	-0.03171779380313348
7.7	0.05194	-2.5549	-0.032082709667922635
7.75	0.05222	-2.5604	-0.032151774955477365
7.8	0.05212	-2.5604	-0.032151774955477365
7.85	0.05196	-2.56472	-0.03220602259952035
