Time (s)	Light Intensity (% of scale max)	Position (m)
6.6	1.7	0.0
6.64	1.7	0.0
6.65	1.7	0.0
6.68	1.7	0.0
6.7	1.6	0.0
6.72	1.7	0.0
6.75	1.7	0.0
6.76	1.7	0.0
6.8	1.7	0.0
6.84	1.6	0.0
6.85	1.7	0.0
6.88	1.7	0.0
6.9	1.7	0.0
6.92	1.6	0.0
6.95	1.6	0.0
6.96	1.6	0.0
7.0	1.7	0.0
7.04	1.6	0.0
7.05	1.6	0.0
7.08	1.6	0.0
7.1	1.6	0.0
7.12	1.6	0.0
7.15	1.6	0.0
7.16	1.6	0.0
7.2	1.6	0.0
7.24	1.6	0.0
7.25	1.6	0.0
7.28	1.6	0.0
7.3	1.6	0.0
7.32	1.6	0.0
7.35	1.6	0.0
7.36	1.6	0.0
7.4	1.6	0.0
7.44	1.6	0.0
7.45	1.5	0.0
7.48	1.5	0.0
7.5	1.6	0.0
7.52	1.6	0.0
7.55	1.6	0.0
7.56	1.5	0.0
7.6	1.6	0.0
7.64	1.6	0.0
7.65	1.6	0.0
7.68	1.6	0.0
7.7	1.6	0.0
7.72	1.6	0.0
7.75	1.6	0.0
7.76	1.6	0.0
7.8	1.6	0.0
7.84	1.5	0.0
7.85	1.6	0.0
7.88	1.6	0.0
7.9	1.6	0.0
7.92	1.5	0.0
7.95	1.5	0.0
7.96	1.5	0.0
8.0	1.5	0.0
8.04	1.5	0.0
8.05	1.5	0.0
8.08	1.5	0.0
8.1	1.5	0.0
8.12	1.5	0.0
8.15	1.5	0.0
8.16	1.5	0.0
8.2	1.5	0.0
8.24	1.5	0.0
8.25	1.5	0.0
8.28	1.5	0.0
8.3	1.5	0.0
8.32	1.5	0.0
8.35	1.5	0.0
8.36	1.5	0.0
8.4	1.5	0.0
8.44	1.4	0.0
8.45	1.4	0.0
8.48	1.4	0.0
8.5	1.5	0.0
8.52	1.4	0.0
8.55	1.4	0.0
8.56	1.4	0.0
8.6	1.4	0.0
8.64	1.4	0.0
