Time (s)	Light Intensity (% of scale max)	Position (m)
0.0	0.0	0.0
0.04	0.0	0.0
0.05	0.0	0.0
0.08	0.0	0.0
0.1	0.0	0.0
0.12	0.0	0.0
0.15	0.0	0.0
0.16	0.0	0.0
0.2	0.0	0.0
0.24	0.0	0.0
0.25	0.0	0.0
0.28	0.0	0.0
0.3	0.0	0.0
0.32	0.0	0.0
0.35	0.0	0.0
0.36	0.0	-3.75e-05
0.4	0.0	-0.000225
0.44	0.0	-0.0003
0.45	0.0	-0.00045
0.48	0.0	-0.000525
0.5	0.0	-0.0006375
0.52	0.0	-0.000825
0.55	0.0	-0.0011
0.56	0.0	-0.0017
0.6	0.0	-0.0022
0.64	0.0	-0.0028
0.65	0.0	-0.0032
0.68	0.0	-0.0035
0.7	0.0	-0.004
0.72	0.0	-0.0046
0.75	0.0	-0.0054
0.76	0.0	-0.0061
0.8	0.0	-0.0067
0.84	0.0	-0.0072
0.85	0.0	-0.0076
0.88	0.0	-0.0082
0.9	0.0	-0.0089
0.92	0.0	-0.0095
0.95	0.0	-0.0101
0.96	0.0	-0.0109
1.0	0.0	-0.0118
1.04	0.0	-0.0125
1.05	0.0	-0.0133
1.08	0.0	-0.0141
1.1	0.0	-0.015
1.12	0.0	-0.016
1.15	0.0	-0.0171
1.16	0.0	-0.0183
1.2	0.0	-0.0194
1.24	0.0	-0.0197
1.25	0.0	-0.0197
1.28	0.0	-0.0195
1.3	0.0	-0.0192
1.32	0.0	-0.0192
1.35	0.0	-0.0192
1.36	0.0	-0.0192
1.4	0.0	-0.0192
1.44	0.0	-0.0192
1.45	0.0	-0.0192
1.48	0.0	-0.0192
1.5	0.0	-0.0192
1.52	0.0	-0.0192
1.55	0.0	-0.0193
1.56	0.0	-0.0194
1.6	0.0	-0.0194
1.64	0.0	-0.0195
1.65	0.0	-0.0196
1.68	0.0	-0.0196
1.7	0.0	-0.0198
1.72	0.0	-0.0199
1.75	0.0	-0.0201
1.76	0.0	-0.0204
1.8	0.0	-0.0207
1.84	0.0	-0.021
1.85	0.0	-0.0213
1.88	0.0	-0.0216
1.9	0.0	-0.022
1.92	0.0	-0.0224
1.95	0.0	-0.0228
1.96	0.0	-0.0231
2.0	0.0	-0.0236
2.04	0.0	-0.024
2.05	0.0	-0.0245
2.08	0.0	-0.025
2.1	0.0	-0.0255
2.12	0.0	-0.0261
2.15	0.0	-0.0268
2.16	0.0	-0.0273
2.2	0.0	-0.0277
2.24	0.0	-0.0285
2.25	0.0	-0.0295
2.28	0.0	-0.0305
2.3	0.0	-0.0312
2.32	0.0	-0.0317
2.35	0.0	-0.0321
2.36	0.0	-0.0326
2.4	0.0	-0.0331
2.44	0.0	-0.0333
2.45	0.0	-0.0333
2.48	0.0	-0.0332
2.5	0.0	-0.0328
2.52	0.0	-0.0325
2.55	0.0	-0.0324
2.56	0.0	-0.0324
2.6	0.0	-0.0324
2.64	0.0	-0.0324
2.65	0.0	-0.0324
2.68	0.0	-0.0324
2.7	0.0	-0.0324
2.72	0.0	-0.0325
2.75	0.0	-0.0327
2.76	0.0	-0.0331
2.8	0.0	-0.0334
2.84	0.0	-0.0338
2.85	0.0	-0.0346
2.88	0.0	-0.0355
2.9	0.0	-0.0364
2.92	0.0	-0.0371
2.95	0.0	-0.0374
2.96	0.0	-0.0379
3.0	0.0	-0.0383
3.04	0.0	-0.0386
3.05	0.0	-0.039
3.08	0.0	-0.0395
3.1	0.0	-0.0399
3.12	0.0	-0.0405
3.15	0.0	-0.0408
3.16	0.0	-0.0411
3.2	0.0	-0.0415
3.24	0.0	-0.0418
3.25	0.0	-0.0422
3.28	0.0	-0.0426
3.3	0.0	-0.0431
3.32	0.0	-0.0434
3.35	0.0	-0.0437
3.36	0.0	-0.0442
3.4	0.0	-0.0445
3.44	0.0	-0.0448
3.45	0.0	-0.0452
3.48	0.0	-0.0457
3.5	0.0	-0.0458
3.52	0.0	-0.0457
3.55	0.0	-0.0454
3.56	0.0	-0.045
3.6	0.0	-0.045
3.64	0.0	-0.045
3.65	0.0	-0.045
3.68	0.0	-0.045
3.7	0.0	-0.045
3.72	0.0	-0.045
3.75	0.0	-0.045
3.76	0.0	-0.045
3.8	0.0	-0.0451
3.84	0.0	-0.0453
3.85	0.0	-0.0456
3.88	0.0	-0.0461
3.9	0.1	-0.0469
3.92	0.1	-0.0479
3.95	0.1	-0.0487
3.96	0.0	-0.0492
4.0	0.0	-0.0498
4.04	0.0	-0.0504
4.05	0.0	-0.0509
4.08	0.0	-0.0515
4.1	0.0	-0.0522
4.12	0.0	-0.0528
4.15	0.0	-0.0534
4.16	0.0	-0.0542
4.2	0.0	-0.0549
4.24	0.0	-0.0554
4.25	0.0	-0.0555
4.28	0.0	-0.0556
4.3	0.0	-0.0556
4.32	0.0	-0.0556
4.35	0.0	-0.0555
4.36	0.0	-0.0554
4.4	0.0	-0.0554
4.44	0.0	-0.0554
4.45	0.0	-0.0554
4.48	0.0	-0.0554
4.5	0.0	-0.0554
4.52	0.0	-0.0554
4.55	0.0	-0.0554
4.56	0.0	-0.0554
4.6	0.0	-0.0555
4.64	0.0	-0.0556
4.65	0.0	-0.0558
4.68	0.0	-0.0563
4.7	0.0	-0.057
4.72	0.0	-0.0578
4.75	0.0	-0.0587
4.76	0.0	-0.0594
4.8	0.1	-0.06
4.84	0.1	-0.0605
4.85	0.1	-0.0611
4.88	0.1	-0.0615
4.9	0.1	-0.0618
4.92	0.1	-0.0623
4.95	0.1	-0.0627
4.96	0.1	-0.0632
5.0	0.1	-0.0638
5.04	0.1	-0.0644
5.05	0.0	-0.0646
5.08	0.0	-0.0646
5.1	0.0	-0.0646
5.12	0.0	-0.0642
5.15	0.0	-0.0639
5.16	0.0	-0.0639
5.2	0.0	-0.0639
5.24	0.0	-0.0639
5.25	0.0	-0.0639
5.28	0.0	-0.0639
5.3	0.0	-0.0639
