Time (s)	Light Intensity (% of scale max)	Position (m)
0.0	0.0	0.0
0.05	0.0	0.0
0.1	0.0	0.0
0.15	0.0	0.0
0.2	0.0	0.0
0.25	0.0	0.0
0.3	0.0	0.0
0.35	0.0	-2.8125e-05
0.4	0.0	-3.75e-05
0.45	0.0	-3.75e-05
0.5	0.0	-3.75e-05
0.55	0.0	-3.75e-05
0.6	0.0	-0.00015
0.65	0.0	-0.00046875
0.7	0.0	-0.0006375
0.75	0.0	-0.00069375
0.8	0.0	-0.0007875
0.85	0.0	-0.00092813
0.9	0.0	-0.0012
0.95	0.0	-0.0015
1.0	0.0	-0.0021
1.05	0.0	-0.0027
1.1	0.0	-0.003
1.15	0.0	-0.0033
1.2	0.0	-0.0033
1.25	0.0	-0.0033
1.3	0.0	-0.0033
1.35	0.0	-0.0033
1.4	0.0	-0.0033
1.45	0.0	-0.0033
1.5	0.0	-0.0033
1.55	0.0	-0.0033
1.6	0.0	-0.0033
1.65	0.0	-0.0033
1.7	0.0	-0.0035
1.75	0.0	-0.0039
1.8	0.0	-0.0041
1.85	0.0	-0.0042
1.9	0.0	-0.0051
1.95	0.0	-0.006
2.0	0.0	-0.0061
2.05	0.0	-0.0061
2.1	0.0	-0.0061
2.15	0.0	-0.0061
2.2	0.0	-0.0061
2.25	0.0	-0.006
2.3	0.0	-0.006
2.35	0.0	-0.006
2.4	0.0	-0.006
2.45	0.0	-0.006
2.5	0.0	-0.0061
2.55	0.0	-0.0066
2.6	0.0	-0.0074
2.65	0.0	-0.0075
2.7	0.0	-0.0078
2.75	0.0	-0.0086
2.8	0.0	-0.0091
2.85	0.0	-0.0094
2.9	0.0	-0.0095
2.95	0.0	-0.0095
3.0	0.0	-0.0095
3.05	0.0	-0.0092
3.1	0.0	-0.0091
3.15	0.0	-0.0091
3.2	0.0	-0.0091
3.25	0.0	-0.0091
3.3	0.0	-0.0092
3.35	0.0	-0.0095
3.4	0.0	-0.0098
3.45	0.0	-0.0102
3.5	0.0	-0.0106
3.55	0.0	-0.0114
3.6	0.0	-0.0118
3.65	0.0	-0.0121
3.7	0.0	-0.0123
3.75	0.0	-0.0124
3.8	0.0	-0.0124
3.85	0.0	-0.0122
3.9	0.0	-0.012
3.95	0.0	-0.012
4.0	0.0	-0.012
4.05	0.0	-0.012
4.1	0.0	-0.012
4.15	0.0	-0.0122
4.2	0.0	-0.0123
4.25	0.0	-0.0127
4.3	0.0	-0.0133
4.35	0.0	-0.0135
4.4	0.0	-0.0137
4.45	0.0	-0.0143
