"Time (s) Florinda 0.02 1.5";"Light Intensity (% of scale max) Florinda 0.02 1.5";"Angle (rad) Florinda 0.02 1.5";"Time (s) Arianna 0.02 1.5";"Light Intensity (% of scale max) Arianna 0.02 1.5";"Angle (rad) Arianna 0.02 1.5";"Time (s) Antonio 0.02 1.5";"Light Intensity (% of scale max) Antonio 0.02 1.5";"Angle (rad) Antonio 0.02 1.5";"Time (s) Florinda 0.04 1.5";"Light Intensity (% of scale max) Florinda 0.04 1.5";"Angle (rad) Florinda 0.04 1.5";"Time (s) Matteo 0.04 1.5";"Light Intensity (% of scale max) Matteo 0.04 1.5";"Angle (rad) Matteo 0.04 1.5";"Time (s) Antonio 0.04 1.5";"Light Intensity (% of scale max) Antonio 0.04 1.5";"Angle (rad) Antonio 0.04 1.5";"Time (s) Arianna 0.08 1.5";"Light Intensity (% of scale max) Arianna 0.08 1.5";"Angle (rad) Arianna 0.08 1.5";"Time (s) Florinda 0.08 1.5";"Light Intensity (% of scale max) Florinda 0.08 1.5";"Angle (rad) Florinda 0.08 1.5";"Time (s) Matteo 0.08 1.5";"Light Intensity (% of scale max) Matteo 0.08 1.5";"Angle (rad) Matteo 0.08 1.5";"Time (s) Florinda 0.02 1.0 candela";"Light Intensity (% of scale max) Florinda 0.02 1.0 candela";"Angle (rad) Florinda 0.02 1.0 candela";"Time (s) Antonio 0.04 1.0 candela";"Light Intensity (% of scale max) Antonio 0.04 1.0 candela";"Angle (rad) Antonio 0.04 1.0 candela";"Time (s) Matteo 0.04 1.0";"Light Intensity (% of scale max) Matteo 0.04 1.0";"Angle (rad) Matteo 0.04 1.0";"Time (s) Arianna 0.08 1.0";"Light Intensity (% of scale max) Arianna 0.08 1.0";"Angle (rad) Arianna 0.08 1.0";"Time (s) Antonio 0.08 0.5";"Light Intensity (% of scale max) Antonio 0.08 0.5";"Angle (rad) Antonio 0.08 0.5";"Time (s) Florinda 0.04 0.5";"Light Intensity (% of scale max) Florinda 0.04 0.5";"Angle (rad) Florinda 0.04 0.5";"Time (s) Laser rumore costante sole";"Light Intensity (% of scale max) Laser rumore costante sole";"Angle (rad) Laser rumore costante sole";"Time (s) Corrente di buio t candela";"Light Intensity (% of scale max) Corrente di buio t candela";"Angle (rad) Corrente di buio t candela";"Time (s) Corrente di buio t lampadina";"Light Intensity (% of scale max) Corrente di buio t lampadina";"Angle (rad) Corrente di buio t lampadina";"Time (s) Rumore t lampadina";"Light Intensity (% of scale max) Rumore t lampadina";"Angle (rad) Rumore t lampadina";"Time (s) Rumore t candela";"Light Intensity (% of scale max) Rumore t candela";"Angle (rad) Rumore t candela";"Time (s) Rumore s lampadina";"Light Intensity (% of scale max) Rumore s lampadina";"Angle (rad) Rumore s lampadina";"Time (s) VAntonio 0.02 1.5";"Light Intensity (% of scale max) VAntonio 0.02 1.5";"Angle (rad) VAntonio 0.02 1.5"
;;;;;;;;;197,650;0,05084;-2,68763;197,650;0,26888;-9,63488;;;;;;;197,650;0,05919;-12,36375;197,650;7,79655;-7,54847;197,650;7,72639;-5,89756;;;;197,650;0,07027;-9,88542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,700;0,05087;-2,68763;197,700;0,27069;-9,63841;;;;;;;197,700;0,06007;-12,35040;197,700;7,65898;-7,54375;197,700;7,65521;-5,89363;;;;197,700;0,07034;-9,88660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,750;0,05087;-2,68763;197,750;0,27086;-9,64077;;;;;;;197,750;0,06035;-12,34176;197,750;7,45001;-7,54022;197,750;7,57753;-5,89088;;;;197,750;0,06923;-9,89131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,800;0,05099;-2,68606;197,800;0,27084;-9,64156;;;;;;;197,800;0,06094;-12,33547;197,800;7,44038;-7,53983;197,800;7,49367;-5,88892;;;;197,800;0,06772;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,850;0,05086;-2,67939;197,850;0,27071;-9,64156;;;;;;;197,850;0,06079;-12,32958;197,850;7,41135;-7,53944;197,850;7,08862;-5,87871;;;;197,850;0,06799;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,900;0,05077;-2,63973;197,900;0,27139;-9,64156;;;;;;;197,900;0,06128;-12,32055;197,900;7,31287;-7,53747;197,900;6,81015;-5,86457;;;;197,900;0,06796;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;197,950;0,05313;-2,55883;197,950;0,27147;-9,64156;;;;;;;197,950;0,06192;-12,30798;197,950;7,22502;-7,53315;197,950;5,92981;-5,84572;;;;197,950;0,06786;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,000;0,05345;-2,47244;198,000;0,27147;-9,64313;;;;;;;198,000;0,06204;-12,30563;198,000;6,69212;-7,52412;198,000;5,46887;-5,82766;;;;198,000;0,06786;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,050;0,05342;-2,45948;198,050;0,27151;-9,64391;;;;;;;198,050;0,06186;-12,30563;198,050;6,40977;-7,51705;198,050;4,93715;-5,79978;;;;198,050;0,06787;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,100;0,05328;-2,45751;198,100;0,27132;-9,64705;;;;;;;198,100;0,06203;-12,30563;198,100;6,24568;-7,51312;198,100;3,81351;-5,76090;;;;198,100;0,06786;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,150;0,05283;-2,45555;198,150;0,27116;-9,64784;;;;;;;198,150;0,06229;-12,30563;198,150;5,96626;-7,50802;198,150;3,34482;-5,71967;;;;198,150;0,06773;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,200;0,05289;-2,45044;198,200;0,27112;-9,64784;;;;;;;198,200;0,06218;-12,30563;198,200;5,83891;-7,50370;198,200;2,92029;-5,68000;;;;198,200;0,06807;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,250;0,05269;-2,43159;198,250;0,27126;-9,64784;;;;;;;198,250;0,06198;-12,30563;198,250;5,66202;-7,50134;198,250;2,51418;-5,66704;;;;198,250;0,06784;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,300;0,05177;-2,39782;198,300;0,27104;-9,64627;;;;;;;198,300;0,06207;-12,30563;198,300;5,52254;-7,49663;198,300;2,58165;-5,66665;;;;198,300;0,06766;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,350;0,05075;-2,36758;198,350;0,27124;-9,64352;;;;;;;198,350;0,06204;-12,30563;198,350;5,31915;-7,49074;198,350;2,60410;-5,66744;;;;198,350;0,06767;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,400;0,05095;-2,35777;198,400;0,27121;-9,64313;;;;;;;198,400;0,06224;-12,30563;198,400;5,21112;-7,48799;198,400;2,71683;-5,67843;;;;198,400;0,06757;-9,90388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,450;0,05095;-2,35777;198,450;0,27135;-9,64313;;;;;;;198,450;0,06239;-12,30563;198,450;5,15930;-7,48642;198,450;2,69080;-5,67843;;;;198,450;0,06735;-9,89995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,500;0,05104;-2,35777;198,500;0,27142;-9,64234;;;;;;;198,500;0,06233;-12,30563;198,500;5,06717;-7,48564;198,500;2,74921;-5,67843;;;;198,500;0,06601;-9,89681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,550;0,05096;-2,35777;198,550;0,27220;-9,64038;;;;;;;198,550;0,06258;-12,30445;198,550;4,99800;-7,48367;198,550;2,76323;-5,67843;;;;198,550;0,06615;-9,89602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,600;0,05103;-2,35777;198,600;0,27289;-9,63998;;;;;;;198,600;0,06259;-12,29777;198,600;4,92165;-7,48014;198,600;2,73274;-5,67843;;;;198,600;0,06778;-9,89131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,650;0,05101;-2,35816;198,650;0,27257;-9,63959;;;;;;;198,650;0,06316;-12,28285;198,650;4,66388;-7,47425;198,650;2,69054;-5,67843;;;;198,650;0,07100;-9,87717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,700;0,05070;-2,36326;198,700;0,27225;-9,63606;;;;;;;198,700;0,06360;-12,27343;198,700;4,54529;-7,46914;198,700;2,70685;-5,67843;;;;198,700;0,07823;-9,86382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,750;0,05086;-2,36719;198,750;0,26810;-9,62781;;;;;;;198,750;0,06367;-12,26400;198,750;4,50719;-7,46757;198,750;2,76755;-5,67843;;;;198,750;0,08034;-9,85401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,800;0,05084;-2,36719;198,800;0,26640;-9,62271;;;;;;;198,800;0,06590;-12,24908;198,800;4,47037;-7,46600;198,800;2,73277;-5,67843;;;;198,800;0,08220;-9,84890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,850;0,05070;-2,36719;198,850;0,26538;-9,61799;;;;;;;198,850;0,06793;-12,22748;198,850;4,46553;-7,46600;198,850;2,71774;-5,67843;;;;198,850;0,08316;-9,84537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,900;0,05070;-2,36719;198,900;0,26328;-9,61092;;;;;;;198,900;0,06927;-12,20902;198,900;4,42445;-7,46522;198,900;2,72409;-5,67843;;;;198,900;0,09055;-9,83555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;198,950;0,05089;-2,36719;198,950;0,25865;-9,60386;;;;;;;198,950;0,07008;-12,19764;198,950;4,32834;-7,46207;198,950;2,78029;-5,67843;;;;198,950;0,09662;-9,81748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,000;0,05112;-2,36719;199,000;0,25359;-9,58815;;;;;;;199,000;0,07083;-12,19410;199,000;4,18393;-7,45658;199,000;2,75424;-5,67843;;;;199,000;0,10132;-9,80649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,050;0,05098;-2,36562;199,050;0,24898;-9,57480;;;;;;;199,050;0,07057;-12,19371;199,050;4,03271;-7,45304;199,050;2,68230;-5,67647;;;;199,050;0,10553;-9,79510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,100;0,05032;-2,36562;199,100;0,24628;-9,57165;;;;;;;199,100;0,07080;-12,19174;199,100;3,96556;-7,44951;199,100;2,62151;-5,67294;;;;199,100;0,11224;-9,78764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,150;0,04924;-2,36444;199,150;0,24612;-9,57087;;;;;;;199,150;0,07089;-12,19096;199,150;3,83649;-7,44362;199,150;2,60172;-5,66587;;;;199,150;0,11307;-9,78607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,200;0,04922;-2,36405;199,200;0,24516;-9,56930;;;;;;;199,200;0,07089;-12,18939;199,200;3,58844;-7,43773;199,200;2,42674;-5,65487;;;;199,200;0,11435;-9,78293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,250;0,04921;-2,36052;199,250;0,24075;-9,55398;;;;;;;199,250;0,07117;-12,18114;199,250;3,49368;-7,43537;199,250;2,31816;-5,64230;;;;199,250;0,11632;-9,77939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,300;0,04922;-2,35541;199,300;0,23297;-9,54102;;;;;;;199,300;0,07156;-12,16740;199,300;3,37830;-7,43144;199,300;2,20045;-5,62738;;;;199,300;0,11922;-9,77664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,350;0,04916;-2,31968;199,350;0,23004;-9,53042;;;;;;;199,350;0,07147;-12,16426;199,350;3,30453;-7,42987;199,350;2,02505;-5,61717;;;;199,350;0,12350;-9,76918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,400;0,04913;-2,25567;199,400;0,22807;-9,52532;;;;;;;199,400;0,07167;-12,16426;199,400;3,27515;-7,42987;199,400;1,98309;-5,60303;;;;199,400;0,12776;-9,76094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,450;0,04889;-2,23367;199,450;0,22723;-9,52257;;;;;;;199,450;0,07162;-12,16426;199,450;3,22119;-7,42712;199,450;1,86145;-5,57319;;;;199,450;0,13254;-9,75387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,500;0,04903;-2,23367;199,500;0,22415;-9,51589;;;;;;;199,500;0,07146;-12,16504;199,500;2,99652;-7,42202;199,500;1,56812;-5,54099;;;;199,500;0,14046;-9,74680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,550;0,04869;-2,23014;199,550;0,22192;-9,50922;;;;;;;199,550;0,07172;-12,16700;199,550;2,93378;-7,41927;199,550;1,45990;-5,50643;;;;199,550;0,14622;-9,73737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,600;0,04799;-2,19912;199,600;0,22081;-9,50647;;;;;;;199,600;0,07185;-12,16740;199,600;2,87662;-7,41888;199,600;1,36101;-5,46952;;;;199,600;0,15063;-9,72952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,650;0,04779;-2,17045;199,650;0,22014;-9,50568;;;;;;;199,650;0,07172;-12,16740;199,650;2,84947;-7,41691;199,650;1,25572;-5,43732;;;;199,650;0,16434;-9,71931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,700;0,04784;-2,16849;199,700;0,21875;-9,50175;;;;;;;199,700;0,07169;-12,16740;199,700;2,75328;-7,41338;199,700;1,27728;-5,42475;;;;199,700;0,17212;-9,70753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,750;0,04762;-2,16299;199,750;0,21803;-9,49901;;;;;;;199,750;0,07156;-12,16740;199,750;2,58981;-7,40984;199,750;1,27208;-5,42396;;;;199,750;0,17947;-9,69575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,800;0,04735;-2,15356;199,800;0,21764;-9,49704;;;;;;;199,800;0,07167;-12,16740;199,800;2,57692;-7,40945;199,800;1,23895;-5,42396;;;;199,800;0,18639;-9,68711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,850;0,04677;-2,12215;199,850;0,21341;-9,49154;;;;;;;199,850;0,07162;-12,16740;199,850;2,57253;-7,40945;199,850;1,23055;-5,42593;;;;199,850;0,19397;-9,68200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,900;0,04633;-2,09309;199,900;0,20882;-9,48055;;;;;;;199,900;0,07176;-12,16740;199,900;2,54033;-7,40945;199,900;1,21561;-5,42711;;;;199,900;0,19429;-9,68082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;199,950;0,04604;-2,07110;199,950;0,20616;-9,47427;;;;;;;199,950;0,07162;-12,16740;199,950;2,52296;-7,40945;199,950;1,26477;-5,42711;;;;199,950;0,19475;-9,67965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,000;0,04567;-2,00591;200,000;0,20795;-9,47034;;;;;;;200,000;0,07179;-12,16740;200,000;2,51601;-7,40945;200,000;1,40720;-5,42711;;;;200,000;0,19815;-9,67768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,050;0,04538;-1,98038;200,050;0,20424;-9,46327;;;;;;;200,050;0,07178;-12,16740;200,050;2,50598;-7,40984;200,050;1,27806;-5,42711;;;;200,050;0,19991;-9,67454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,100;0,04538;-1,97920;200,100;0,20076;-9,45070;;;;;;;200,100;0,07187;-12,16661;200,100;2,55411;-7,41416;200,100;1,24568;-5,42711;;;;200,100;0,20044;-9,67454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,150;0,04570;-1,97920;200,150;0,19531;-9,44167;;;;;;;200,150;0,07196;-12,16583;200,150;2,67307;-7,41848;200,150;1,27396;-5,42711;;;;200,150;0,20068;-9,67454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,200;0,04581;-1,97920;200,200;0,19493;-9,43578;;;;;;;200,200;0,07176;-12,16426;200,200;2,67824;-7,41888;200,200;1,23451;-5,42711;;;;200,200;0,20073;-9,67454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,250;0,04594;-1,98078;200,250;0,19228;-9,43185;;;;;;;200,250;0,07182;-12,15797;200,250;2,67699;-7,41888;200,250;1,22617;-5,42671;;;;200,250;0,20119;-9,67768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,300;0,04562;-1,98078;200,300;0,19144;-9,42950;;;;;;;200,300;0,07161;-12,14462;200,300;2,67744;-7,41888;200,300;1,20723;-5,42553;;;;200,300;0,20129;-9,67925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,350;0,04521;-1,98195;200,350;0,19017;-9,42832;;;;;;;200,350;0,06711;-12,11595;200,350;2,67101;-7,41888;200,350;1,25340;-5,42318;;;;200,350;0,19798;-9,68436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,400;0,04547;-1,98235;200,400;0,18950;-9,42479;;;;;;;200,400;0,06297;-12,08572;200,400;2,67966;-7,41888;200,400;1,27466;-5,41925;;;;200,400;0,19818;-9,68554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,450;0,04544;-1,98235;200,450;0,18799;-9,41968;;;;;;;200,450;0,05940;-12,06922;200,450;2,67120;-7,41888;200,450;1,19475;-5,40472;;;;200,450;0,19841;-9,68554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,500;0,04596;-1,98235;200,500;0,18509;-9,41143;;;;;;;200,500;0,05768;-12,05901;200,500;2,67278;-7,41888;200,500;1,16861;-5,38155;;;;200,500;0,19823;-9,68554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,550;0,04602;-1,98235;200,550;0,18095;-9,40672;;;;;;;200,550;0,05629;-12,05587;200,550;2,68437;-7,41888;200,550;1,14584;-5,36310;;;;200,550;0,19762;-9,68554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,600;0,04613;-1,98235;200,600;0,17856;-9,39965;;;;;;;200,600;0,05608;-12,05587;200,600;2,68211;-7,41888;200,600;1,15005;-5,34071;;;;200,600;0,19748;-9,68554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,650;0,04601;-1,98235;200,650;0,17690;-9,39337;;;;;;;200,650;0,05624;-12,05548;200,650;2,67757;-7,41888;200,650;1,17203;-5,31401;;;;200,650;0,19743;-9,68475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,700;0,04619;-1,98235;200,700;0,18019;-9,39337;;;;;;;200,700;0,05629;-12,05351;200,700;2,71075;-7,41888;200,700;1,14421;-5,27788;;;;200,700;0,19424;-9,68161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,750;0,04578;-1,98235;200,750;0,18051;-9,39219;;;;;;;200,750;0,05482;-12,05037;200,750;2,71078;-7,41888;200,750;1,18016;-5,22408;;;;200,750;0,19382;-9,68082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,800;0,04610;-1,98078;200,800;0,17984;-9,39180;;;;;;;200,800;0,05502;-12,04959;200,800;2,72490;-7,41888;200,800;1,22833;-5,17892;;;;200,800;0,19817;-9,67454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,850;0,04594;-1,97960;200,850;0,17841;-9,39180;;;;;;;200,850;0,05501;-12,04959;200,850;2,73610;-7,41573;200,850;1,20477;-5,17578;;;;200,850;0,20901;-9,65412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,900;0,04607;-1,96742;200,900;0,17769;-9,39023;;;;;;;200,900;0,05490;-12,04959;200,900;2,71445;-7,41495;200,900;1,24733;-5,17578;;;;200,900;0,23328;-9,63213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;200,950;0,04608;-1,94936;200,950;0,17511;-9,38041;;;;;;;200,950;0,05476;-12,04841;200,950;2,56679;-7,41181;200,950;1,26100;-5,17696;;;;200,950;0,24089;-9,61721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,000;0,04599;-1,93993;201,000;0,17136;-9,36981;;;;;;;201,000;0,05362;-12,04488;201,000;2,43486;-7,40631;201,000;1,23883;-5,17735;;;;201,000;0,24313;-9,61171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,050;0,04564;-1,91245;201,050;0,16490;-9,35842;;;;;;;201,050;0,05070;-12,02563;201,050;2,20695;-7,39374;201,050;1,22850;-5,17735;;;;201,050;0,25186;-9,59954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,100;0,04564;-1,86454;201,100;0,15941;-9,34075;;;;;;;201,100;0,04991;-12,02445;201,100;1,70230;-7,37804;201,100;1,22040;-5,17735;;;;201,100;0,25597;-9,58658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,150;0,04550;-1,83665;201,150;0,15538;-9,32897;;;;;;;201,150;0,05032;-12,02445;201,150;1,70119;-7,37647;201,150;1,20827;-5,17735;;;;201,150;0,25891;-9,57480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,200;0,04570;-1,82841;201,200;0,15247;-9,32740;;;;;;;201,200;0,05013;-12,02445;201,200;1,68436;-7,37489;201,200;1,28954;-5,17735;;;;201,200;0,26096;-9,56302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,250;0,04567;-1,81859;201,250;0,15056;-9,32229;;;;;;;201,250;0,05046;-12,02445;201,250;1,55339;-7,37097;201,250;1,28203;-5,17735;;;;201,250;0,26260;-9,55595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,300;0,04597;-1,79228;201,300;0,14726;-9,31169;;;;;;;201,300;0,05026;-12,02681;201,300;1,48119;-7,36547;201,300;1,25734;-5,17735;;;;201,300;0,26283;-9,55280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,350;0,04599;-1,76950;201,350;0,14432;-9,30226;;;;;;;201,350;0,05115;-12,03035;201,350;1,32106;-7,35408;201,350;1,24176;-5,17735;;;;201,350;0,26280;-9,54966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,400;0,04652;-1,74830;201,400;0,13968;-9,29441;;;;;;;201,400;0,05142;-12,03074;201,400;1,02415;-7,34191;201,400;1,21980;-5,17735;;;;201,400;0,26273;-9,54574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,450;0,04665;-1,71178;201,450;0,13701;-9,28498;;;;;;;201,450;0,05132;-12,03074;201,450;0,91722;-7,33091;201,450;1,23915;-5,17735;;;;201,450;0,26282;-9,53867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,500;0,04663;-1,68625;201,500;0,13454;-9,27634;;;;;;;201,500;0,05119;-12,03074;201,500;0,84364;-7,32227;201,500;1,30144;-5,17735;;;;201,500;0,26241;-9,53474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,550;0,04645;-1,67958;201,550;0,13173;-9,26771;;;;;;;201,550;0,05127;-12,03074;201,550;0,69926;-7,31246;201,550;1,27989;-5,17735;;;;201,550;0,26192;-9,52964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,600;0,04645;-1,67447;201,600;0,12547;-9,25828;;;;;;;201,600;0,05127;-12,03074;201,600;0,63510;-7,30578;201,600;1,27707;-5,17578;;;;201,600;0,26080;-9,52217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,650;0,04642;-1,65169;201,650;0,12247;-9,25082;;;;;;;201,650;0,05106;-12,03074;201,650;0,59090;-7,29950;201,650;1,25873;-5,17381;;;;201,650;0,25917;-9,51432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,700;0,04663;-1,62028;201,700;0,12016;-9,24493;;;;;;;201,700;0,05139;-12,03074;201,700;0,48891;-7,29321;201,700;1,27441;-5,17185;;;;201,700;0,25749;-9,50490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,750;0,04738;-1,58886;201,750;0,11565;-9,23904;;;;;;;201,750;0,05130;-12,03074;201,750;0,46815;-7,29046;201,750;1,33319;-5,16753;;;;201,750;0,25226;-9,49311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,800;0,04790;-1,56451;201,800;0,11240;-9,23158;;;;;;;201,800;0,05132;-12,03074;201,800;0,44060;-7,28693;201,800;1,39343;-5,15065;;;;201,800;0,24947;-9,48290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,850;0,04820;-1,54449;201,850;0,11064;-9,22569;;;;;;;201,850;0,05136;-12,03074;201,850;0,40425;-7,28222;201,850;1,43663;-5,12473;;;;201,850;0,24580;-9,46995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,900;0,04854;-1,53624;201,900;0,10748;-9,21823;;;;;;;201,900;0,05144;-12,03074;201,900;0,36060;-7,27986;201,900;1,47331;-5,09488;;;;201,900;0,24246;-9,45934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;201,950;0,04924;-1,53624;201,950;0,10120;-9,21076;;;;;;;201,950;0,05090;-12,02956;201,950;0,29742;-7,27161;201,950;1,59232;-5,05679;;;;201,950;0,23418;-9,44638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;202,000;0,04965;-1,53624;202,000;0,09967;-9,20644;;;;;;;202,000;0,05136;-12,02917;202,000;0,26196;-7,26494;202,000;1,68231;-5,02027;;;;202,000;0,22980;-9,43578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;202,050;0,05009;-1,53781;202,050;0,09776;-9,20252;;;;;;;202,050;0,05118;-12,02917;202,050;0,19284;-7,25708;202,050;1,73906;-4,97943;;;;202,050;0,22568;-9,42479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;202,100;0,05026;-1,53781;202,100;0,09729;-9,20016;;;;;;;202,100;0,05130;-12,02838;202,100;0,17073;-7,25080;202,100;1,77098;-4,95979;;;;202,100;0,22253;-9,41850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
