Time (s) Florinda 0.02 1.5	Light Intensity (% of scale max) Florinda 0.02 1.5	Position (m) Florinda 0.02 1.5	Time (s) Arianna 0.02 1.5	Light Intensity (% of scale max) Arianna 0.02 1.5	Position (m) Arianna 0.02 1.5	Time (s) Antonio 0.02 1.5	Light Intensity (% of scale max) Antonio 0.02 1.5	Position (m) Antonio 0.02 1.5	Time (s) Florinda 0.04 1.5	Light Intensity (% of scale max) Florinda 0.04 1.5	Position (m) Florinda 0.04 1.5	Time (s) Matteo 0.04 1.5	Light Intensity (% of scale max) Matteo 0.04 1.5	Position (m) Matteo 0.04 1.5	Time (s) Antonio 0.04 1.5	Light Intensity (% of scale max) Antonio 0.04 1.5	Position (m) Antonio 0.04 1.5	Time (s) Arianna 0.08 1.5	Light Intensity (% of scale max) Arianna 0.08 1.5	Position (m) Arianna 0.08 1.5	Time (s) Florinda 0.08 1.5	Light Intensity (% of scale max) Florinda 0.08 1.5	Position (m) Florinda 0.08 1.5	Time (s) Matteo 0.08 1.5	Light Intensity (% of scale max) Matteo 0.08 1.5	Position (m) Matteo 0.08 1.5	Time (s) Florinda 0.02 1.0 candela	Light Intensity (% of scale max) Florinda 0.02 1.0 candela	Position (m) Florinda 0.02 1.0 candela	Time (s) Antonio 0.04 1.0 candela	Light Intensity (% of scale max) Antonio 0.04 1.0 candela	Position (m) Antonio 0.04 1.0 candela	Time (s) Matteo 0.04 1.0	Light Intensity (% of scale max) Matteo 0.04 1.0	Position (m) Matteo 0.04 1.0	Time (s) Arianna 0.08 1.0	Light Intensity (% of scale max) Arianna 0.08 1.0	Position (m) Arianna 0.08 1.0	Time (s) Antonio 0.08 0.5	Light Intensity (% of scale max) Antonio 0.08 0.5	Position (m) Antonio 0.08 0.5	Time (s) Florinda 0.04 0.5	Light Intensity (% of scale max) Florinda 0.04 0.5	Position (m) Florinda 0.04 0.5	Time (s) Laser rumore costante sole	Light Intensity (% of scale max) Laser rumore costante sole	Position (m) Laser rumore costante sole	Time (s) Corrente di buio t candela	Light Intensity (% of scale max) Corrente di buio t candela	Position (m) Corrente di buio t candela	Time (s) Corrente di buio t lampadina	Light Intensity (% of scale max) Corrente di buio t lampadina	Position (m) Corrente di buio t lampadina	Time (s) Rumore t lampadina	Light Intensity (% of scale max) Rumore t lampadina	Position (m) Rumore t lampadina	Time (s) Rumore t candela	Light Intensity (% of scale max) Rumore t candela	Position (m) Rumore t candela	Time (s) Rumore s lampadina	Light Intensity (% of scale max) Rumore s lampadina	Position (m) Rumore s lampadina	Time (s) Antonio 2 0.02 1.5	Light Intensity (% of scale max) Antonio 2 0.02 1.5	Position (m) Antonio 2 0.02 1.5
7,550	0,0	-0,0431	7,550	0,0	-0,0587	7,550	0,0	-0,0396	7,550	0,0	-0,0232	7,550	0,0	-0,0110	7,550	0,1	-0,0578	7,550	0,0	-0,0670	7,550	0,0	-0,0093	7,550	0,0	-0,0288	7,550	0,7	-0,0153	7,550	1,0	-0,0368	7,550	0,0	-0,0239	7,550	0,0	-0,0576	7,550	0,0	-0,0329	7,550	0,0	-0,0270	7,550	32,6	0,0000	7,550	2,0	0,0000	7,550	0,0	0,0000	7,550	0,1	-3,7500E-5	7,550	4,4	0,0000	7,550	0,1	-0,0895	7,550	0,0	-0,0222
7,600	0,0	-0,0440	7,600	0,0	-0,0608	7,600	0,0	-0,0408	7,600	0,1	-0,0237	7,600	0,0	-0,0114	7,600	0,1	-0,0590	7,600	0,0	-0,0684	7,600	0,0	-0,0093	7,600	0,0	-0,0291	7,600	0,6	-0,0153	7,600	1,3	-0,0368	7,600	0,0	-0,0248	7,600	0,0	-0,0587	7,600	0,0	-0,0330	7,600	0,0	-0,0270	7,600	32,6	0,0000	7,600	2,0	0,0000	7,600	0,0	0,0000	7,600	0,1	-3,7500E-5	7,600	4,4	0,0000	7,600	0,1	-0,0894	7,600	0,0	-0,0222
7,650	0,0	-0,0454	7,650	0,0	-0,0623	7,650	0,0	-0,0417	7,650	0,1	-0,0242	7,650	0,0	-0,0115	7,650	0,1	-0,0603	7,650	0,0	-0,0685	7,650	0,0	-0,0093	7,650	0,0	-0,0295	7,650	0,6	-0,0153	7,650	1,2	-0,0368	7,650	0,0	-0,0253	7,650	0,0	-0,0596	7,650	0,0	-0,0330	7,650	0,0	-0,0270	7,650	32,6	0,0000	7,650	1,9	0,0000	7,650	0,0	0,0000	7,650	0,1	-3,7500E-5	7,650	4,4	0,0000	7,650	0,1	-0,0894	7,650	0,0	-0,0223
7,700	0,0	-0,0471	7,700	0,0	-0,0640	7,700	0,0	-0,0427	7,700	0,1	-0,0246	7,700	0,0	-0,0115	7,700	0,1	-0,0610	7,700	0,0	-0,0684	7,700	0,0	-0,0094	7,700	0,0	-0,0296	7,700	0,7	-0,0153	7,700	1,2	-0,0368	7,700	0,0	-0,0261	7,700	0,0	-0,0602	7,700	0,0	-0,0330	7,700	0,0	-0,0272	7,700	32,6	0,0000	7,700	2,0	0,0000	7,700	0,0	0,0000	7,700	0,1	-3,7500E-5	7,700	4,4	0,0000	7,700	0,1	-0,0895	7,700	0,0	-0,0224
7,750	0,0	-0,0478	7,750	0,0	-0,0654	7,750	0,0	-0,0436	7,750	0,1	-0,0247	7,750	0,0	-0,0115	7,750	0,1	-0,0611	7,750	0,0	-0,0681	7,750	0,0	-0,0094	7,750	0,0	-0,0296	7,750	0,7	-0,0153	7,750	1,4	-0,0368	7,750	0,0	-0,0271	7,750	0,0	-0,0609	7,750	0,0	-0,0332	7,750	0,0	-0,0273	7,750	32,6	0,0000	7,750	2,0	0,0000	7,750	0,0	0,0000	7,750	0,1	-3,7500E-5	7,750	4,5	0,0000	7,750	0,1	-0,0899	7,750	0,0	-0,0225
7,800	0,0	-0,0477	7,800	0,0	-0,0661	7,800	0,0	-0,0445	7,800	0,1	-0,0247	7,800	0,0	-0,0115	7,800	0,1	-0,0611	7,800	0,0	-0,0680	7,800	0,0	-0,0095	7,800	0,0	-0,0296	7,800	0,7	-0,0153	7,800	1,2	-0,0368	7,800	0,0	-0,0273	7,800	0,1	-0,0615	7,800	0,0	-0,0334	7,800	0,0	-0,0274	7,800	32,6	0,0000	7,800	1,9	0,0000	7,800	0,0	0,0000	7,800	0,1	-3,7500E-5	7,800	4,4	0,0000	7,800	0,1	-0,0909	7,800	0,0	-0,0229
7,850	0,0	-0,0477	7,850	0,0	-0,0672	7,850	0,0	-0,0455	7,850	0,1	-0,0248	7,850	0,0	-0,0115	7,850	0,1	-0,0612	7,850	0,0	-0,0680	7,850	0,0	-0,0096	7,850	0,0	-0,0296	7,850	0,7	-0,0153	7,850	1,1	-0,0368	7,850	0,0	-0,0273	7,850	0,1	-0,0619	7,850	0,0	-0,0335	7,850	0,0	-0,0278	7,850	32,6	0,0000	7,850	1,9	0,0000	7,850	0,0	0,0000	7,850	0,1	-3,7500E-5	7,850	4,4	0,0000	7,850	0,1	-0,0922	7,850	0,0	-0,0240
7,900	0,0	-0,0477	7,900	0,0	-0,0687	7,900	0,0	-0,0466	7,900	0,1	-0,0251	7,900	0,0	-0,0115	7,900	0,1	-0,0617	7,900	0,0	-0,0680	7,900	0,0	-0,0097	7,900	0,0	-0,0294	7,900	0,7	-0,0153	7,900	1,3	-0,0370	7,900	0,0	-0,0273	7,900	0,1	-0,0625	7,900	0,0	-0,0337	7,900	0,0	-0,0281	7,900	32,6	0,0000	7,900	1,9	0,0000	7,900	0,0	0,0000	7,900	0,1	-3,7500E-5	7,900	4,4	0,0000	7,900	0,1	-0,0935	7,900	0,0	-0,0253
7,950	0,0	-0,0477	7,950	0,0	-0,0705	7,950	0,0	-0,0476	7,950	0,1	-0,0256	7,950	0,0	-0,0113	7,950	0,1	-0,0621	7,950	0,0	-0,0680	7,950	0,0	-0,0097	7,950	0,0	-0,0294	7,950	0,7	-0,0155	7,950	1,2	-0,0374	7,950	0,0	-0,0272	7,950	0,0	-0,0630	7,950	0,0	-0,0341	7,950	0,0	-0,0282	7,950	32,6	0,0000	7,950	1,9	0,0000	7,950	0,0	0,0000	7,950	0,1	-3,7500E-5	7,950	4,4	0,0000	7,950	0,1	-0,0949	7,950	0,0	-0,0265
8,000	0,0	-0,0477	8,000	0,0	-0,0721	8,000	0,0	-0,0485	8,000	0,1	-0,0257	8,000	0,0	-0,0112	8,000	0,1	-0,0624	8,000	0,0	-0,0680	8,000	0,0	-0,0097	8,000	0,0	-0,0294	8,000	0,7	-0,0159	8,000	1,0	-0,0385	8,000	0,0	-0,0272	8,000	0,0	-0,0638	8,000	0,0	-0,0349	8,000	0,0	-0,0284	8,000	32,6	0,0000	8,000	1,9	0,0000	8,000	0,0	0,0000	8,000	0,1	-3,7500E-5	8,000	4,5	0,0000	8,000	0,1	-0,0963	8,000	0,0	-0,0275
8,050	0,0	-0,0477	8,050	0,0	-0,0735	8,050	0,0	-0,0494	8,050	0,1	-0,0257	8,050	0,0	-0,0112	8,050	0,1	-0,0624	8,050	0,0	-0,0680	8,050	0,0	-0,0098	8,050	0,0	-0,0294	8,050	0,7	-0,0164	8,050	1,3	-0,0395	8,050	0,0	-0,0272	8,050	0,0	-0,0644	8,050	0,0	-0,0357	8,050	0,0	-0,0285	8,050	32,6	0,0000	8,050	1,9	0,0000	8,050	0,0	0,0000	8,050	0,1	-3,7500E-5	8,050	4,4	0,0000	8,050	0,1	-0,0974	8,050	0,0	-0,0282
8,100	0,0	-0,0477	8,100	0,0	-0,0747	8,100	0,0	-0,0501	8,100	0,1	-0,0257	8,100	0,0	-0,0112	8,100	0,1	-0,0624	8,100	0,0	-0,0680	8,100	0,0	-0,0099	8,100	0,0	-0,0295	8,100	0,7	-0,0170	8,100	1,1	-0,0403	8,100	0,0	-0,0272	8,100	0,0	-0,0646	8,100	0,0	-0,0362	8,100	0,0	-0,0288	8,100	32,6	0,0000	8,100	1,8	0,0000	8,100	0,0	0,0000	8,100	0,1	-3,7500E-5	8,100	4,4	0,0000	8,100	0,1	-0,0984	8,100	0,0	-0,0291
8,150	0,0	-0,0478	8,150	0,0	-0,0760	8,150	0,0	-0,0509	8,150	0,1	-0,0256	8,150	0,0	-0,0112	8,150	0,1	-0,0621	8,150	0,0	-0,0682	8,150	0,0	-0,0100	8,150	0,0	-0,0295	8,150	0,7	-0,0174	8,150	1,0	-0,0409	8,150	0,0	-0,0272	8,150	0,0	-0,0646	8,150	0,0	-0,0367	8,150	0,0	-0,0291	8,150	32,6	0,0000	8,150	1,8	0,0000	8,150	0,0	0,0000	8,150	0,1	-3,7500E-5	8,150	4,4	0,0000	8,150	0,1	-0,0996	8,150	0,0	-0,0303
8,200	0,0	-0,0480	8,200	0,0	-0,0773	8,200	0,0	-0,0519	8,200	0,1	-0,0255	8,200	0,0	-0,0112	8,200	0,1	-0,0620	8,200	0,0	-0,0687	8,200	0,0	-0,0100	8,200	0,0	-0,0299	8,200	0,7	-0,0176	8,200	1,3	-0,0414	8,200	0,0	-0,0272	8,200	0,0	-0,0642	8,200	0,0	-0,0371	8,200	0,0	-0,0294	8,200	32,6	0,0000	8,200	1,7	0,0000	8,200	0,0	0,0000	8,200	0,1	-3,7500E-5	8,200	4,5	0,0000	8,200	0,1	-0,1005	8,200	0,0	-0,0314
8,250	0,0	-0,0489	8,250	0,0	-0,0787	8,250	0,0	-0,0528	8,250	0,1	-0,0255	8,250	0,0	-0,0113	8,250	0,1	-0,0620	8,250	0,0	-0,0697	8,250	0,0	-0,0101	8,250	0,0	-0,0306	8,250	0,8	-0,0180	8,250	1,1	-0,0419	8,250	0,0	-0,0276	8,250	0,0	-0,0639	8,250	0,0	-0,0377	8,250	0,0	-0,0297	8,250	32,6	0,0000	8,250	1,7	0,0000	8,250	0,0	0,0000	8,250	0,1	-3,7500E-5	8,250	4,4	0,0000	8,250	0,1	-0,1017	8,250	0,0	-0,0321
8,300	0,0	-0,0499	8,300	0,0	-0,0801	8,300	0,0	-0,0533	8,300	0,0	-0,0255	8,300	0,0	-0,0114	8,300	0,1	-0,0620	8,300	0,0	-0,0710	8,300	0,0	-0,0101	8,300	0,0	-0,0311	8,300	0,8	-0,0187	8,300	1,4	-0,0425	8,300	0,0	-0,0283	8,300	0,0	-0,0639	8,300	0,0	-0,0381	8,300	0,0	-0,0298	8,300	32,6	0,0000	8,300	1,7	0,0000	8,300	0,0	0,0000	8,300	0,1	-3,7500E-5	8,300	4,4	0,0000	8,300	0,1	-0,1027	8,300	0,0	-0,0324
8,350	0,0	-0,0511	8,350	0,0	-0,0814	8,350	0,0	-0,0537	8,350	0,1	-0,0255	8,350	0,0	-0,0115	8,350	0,1	-0,0620	8,350	0,0	-0,0720	8,350	0,0	-0,0102	8,350	0,0	-0,0317	8,350	0,9	-0,0192	8,350	1,2	-0,0431	8,350	0,0	-0,0290	8,350	0,0	-0,0639	8,350	0,0	-0,0382	8,350	0,0	-0,0300	8,350	32,6	0,0000	8,350	1,7	0,0000	8,350	0,0	0,0000	8,350	0,1	-3,7500E-5	8,350	4,4	0,0000	8,350	0,1	-0,1037	8,350	0,0	-0,0324
8,400	0,0	-0,0525	8,400	0,0	-0,0827	8,400	0,0	-0,0545	8,400	0,0	-0,0255	8,400	0,0	-0,0115	8,400	0,1	-0,0620	8,400	0,0	-0,0730	8,400	0,0	-0,0104	8,400	0,0	-0,0321	8,400	0,8	-0,0194	8,400	1,3	-0,0436	8,400	0,0	-0,0298	8,400	0,0	-0,0639	8,400	0,0	-0,0383	8,400	0,0	-0,0301	8,400	32,6	0,0000	8,400	1,7	0,0000	8,400	0,0	0,0000	8,400	0,1	-3,7500E-5	8,400	4,5	0,0000	8,400	0,1	-0,1048	8,400	0,0	-0,0321
8,450	0,0	-0,0538	8,450	0,0	-0,0836	8,450	0,0	-0,0551	8,450	0,0	-0,0255	8,450	0,0	-0,0115	8,450	0,1	-0,0620	8,450	0,0	-0,0739	8,450	0,0	-0,0106	8,450	0,0	-0,0326	8,450	0,9	-0,0194	8,450	1,3	-0,0445	8,450	0,0	-0,0303	8,450	0,0	-0,0639	8,450	0,0	-0,0384	8,450	0,0	-0,0303	8,450	32,6	0,0000	8,450	1,7	0,0000	8,450	0,0	0,0000	8,450	0,1	-3,7500E-5	8,450	4,4	0,0000	8,450	0,1	-0,1056	8,450	0,0	-0,0319
8,500	0,0	-0,0551	8,500	0,0	-0,0846	8,500	0,0	-0,0560	8,500	0,0	-0,0255	8,500	0,0	-0,0115	8,500	0,1	-0,0620	8,500	0,0	-0,0749	8,500	0,0	-0,0108	8,500	0,0	-0,0328	8,500	0,9	-0,0194	8,500	1,1	-0,0455	8,500	0,0	-0,0308	8,500	0,0	-0,0639	8,500	0,0	-0,0385	8,500	0,0	-0,0305	8,500	32,6	0,0000	8,500	1,8	0,0000	8,500	0,0	0,0000	8,500	0,1	-3,7500E-5	8,500	4,4	0,0000	8,500	0,1	-0,1065	8,500	0,0	-0,0319
8,550	0,0	-0,0563	8,550	0,0	-0,0854	8,550	0,0	-0,0572	8,550	0,0	-0,0255	8,550	0,0	-0,0116	8,550	0,1	-0,0620	8,550	0,0	-0,0758	8,550	0,0	-0,0109	8,550	0,0	-0,0328	8,550	0,9	-0,0193	8,550	1,4	-0,0462	8,550	0,0	-0,0310	8,550	0,0	-0,0639	8,550	0,0	-0,0385	8,550	0,0	-0,0309	8,550	32,6	0,0000	8,550	1,8	0,0000	8,550	0,0	0,0000	8,550	0,1	-3,7500E-5	8,550	4,4	0,0000	8,550	0,1	-0,1079	8,550	0,0	-0,0319
8,600	0,0	-0,0575	8,600	0,0	-0,0856	8,600	0,0	-0,0582	8,600	0,0	-0,0255	8,600	0,0	-0,0120	8,600	0,1	-0,0620	8,600	0,0	-0,0770	8,600	0,0	-0,0110	8,600	0,0	-0,0327	8,600	0,9	-0,0193	8,600	1,0	-0,0467	8,600	0,0	-0,0311	8,600	0,0	-0,0639	8,600	0,0	-0,0384	8,600	0,0	-0,0313	8,600	32,6	0,0000	8,600	1,7	0,0000	8,600	0,0	0,0000	8,600	0,1	-3,7500E-5	8,600	4,4	0,0000	8,600	0,1	-0,1088	8,600	0,0	-0,0319
8,650	0,0	-0,0585	8,650	0,0	-0,0855	8,650	0,0	-0,0590	8,650	0,0	-0,0256	8,650	0,0	-0,0121	8,650	0,1	-0,0620	8,650	0,1	-0,0783	8,650	0,0	-0,0111	8,650	0,0	-0,0326	8,650	1,0	-0,0193	8,650	1,5	-0,0468	8,650	0,0	-0,0311	8,650	0,0	-0,0641	8,650	0,0	-0,0379	8,650	0,0	-0,0317	8,650	32,6	0,0000	8,650	1,7	0,0000	8,650	0,0	0,0000	8,650	0,1	-3,7500E-5	8,650	4,4	0,0000	8,650	0,1	-0,1086	8,650	0,0	-0,0316
8,700	0,0	-0,0593	8,700	0,0	-0,0855	8,700	0,0	-0,0599	8,700	0,0	-0,0258	8,700	0,0	-0,0122	8,700	0,1	-0,0620	8,700	0,1	-0,0797	8,700	0,1	-0,0112	8,700	0,0	-0,0326	8,700	1,0	-0,0193	8,700	1,0	-0,0467	8,700	0,0	-0,0310	8,700	0,0	-0,0643	8,700	0,0	-0,0379	8,700	0,0	-0,0319	8,700	32,6	0,0000	8,700	1,7	0,0000	8,700	0,0	0,0000	8,700	0,1	-3,7500E-5	8,700	4,4	0,0000	8,700	0,1	-0,1082	8,700	0,0	-0,0316
8,750	0,0	-0,0596	8,750	0,0	-0,0855	8,750	0,0	-0,0607	8,750	0,0	-0,0265	8,750	0,0	-0,0123	8,750	0,1	-0,0620	8,750	0,1	-0,0808	8,750	0,0	-0,0113	8,750	0,0	-0,0326	8,750	1,0	-0,0193	8,750	1,3	-0,0464	8,750	0,0	-0,0310	8,750	0,0	-0,0644	8,750	0,0	-0,0379	8,750	0,0	-0,0322	8,750	32,6	0,0000	8,750	1,7	0,0000	8,750	0,0	0,0000	8,750	0,1	-3,7500E-5	8,750	4,4	0,0000	8,750	0,1	-0,1082	8,750	0,0	-0,0317
8,800	0,0	-0,0596	8,800	0,0	-0,0855	8,800	0,0	-0,0613	8,800	0,0	-0,0271	8,800	0,0	-0,0124	8,800	0,1	-0,0620	8,800	0,0	-0,0815	8,800	0,0	-0,0114	8,800	0,0	-0,0326	8,800	1,0	-0,0193	8,800	0,8	-0,0464	8,800	0,0	-0,0310	8,800	0,0	-0,0646	8,800	0,0	-0,0379	8,800	0,0	-0,0326	8,800	32,6	0,0000	8,800	1,8	0,0000	8,800	0,0	0,0000	8,800	0,1	-3,7500E-5	8,800	4,4	0,0000	8,800	0,1	-0,1082	8,800	0,0	-0,0319
8,850	0,0	-0,0594	8,850	0,0	-0,0855	8,850	0,0	-0,0619	8,850	0,0	-0,0272	8,850	0,0	-0,0124	8,850	0,1	-0,0620	8,850	0,0	-0,0816	8,850	0,1	-0,0115	8,850	0,0	-0,0326	8,850	1,0	-0,0192	8,850	1,2	-0,0464	8,850	0,0	-0,0310	8,850	0,0	-0,0648	8,850	0,0	-0,0379	8,850	0,0	-0,0327	8,850	32,6	0,0000	8,850	1,7	0,0000	8,850	0,0	0,0000	8,850	0,1	-3,7500E-5	8,850	4,6	0,0000	8,850	0,1	-0,1082	8,850	0,0	-0,0322
8,900	0,0	-0,0594	8,900	0,0	-0,0855	8,900	0,0	-0,0624	8,900	0,0	-0,0272	8,900	0,0	-0,0124	8,900	0,1	-0,0620	8,900	0,0	-0,0814	8,900	0,1	-0,0116	8,900	0,0	-0,0326	8,900	1,0	-0,0191	8,900	0,7	-0,0464	8,900	0,0	-0,0311	8,900	0,0	-0,0652	8,900	0,0	-0,0379	8,900	0,0	-0,0330	8,900	32,6	0,0000	8,900	1,7	0,0000	8,900	0,0	0,0000	8,900	0,1	-3,7500E-5	8,900	4,6	0,0000	8,900	0,1	-0,1082	8,900	0,0	-0,0330
8,950	0,0	-0,0594	8,950	0,0	-0,0855	8,950	0,0	-0,0631	8,950	0,0	-0,0273	8,950	0,0	-0,0124	8,950	0,1	-0,0621	8,950	0,0	-0,0811	8,950	0,1	-0,0116	8,950	0,0	-0,0327	8,950	1,1	-0,0191	8,950	1,0	-0,0464	8,950	0,0	-0,0318	8,950	0,0	-0,0657	8,950	0,0	-0,0379	8,950	0,0	-0,0333	8,950	32,6	0,0000	8,950	1,7	0,0000	8,950	0,0	0,0000	8,950	0,1	-3,7500E-5	8,950	4,7	0,0000	8,950	0,1	-0,1082	8,950	0,0	-0,0339
9,000	0,0	-0,0594	9,000	0,0	-0,0855	9,000	0,0	-0,0639	9,000	0,0	-0,0275	9,000	0,0	-0,0124	9,000	0,1	-0,0623	9,000	0,0	-0,0811	9,000	0,1	-0,0116	9,000	0,0	-0,0333	9,000	1,1	-0,0191	9,000	0,9	-0,0464	9,000	0,0	-0,0327	9,000	0,0	-0,0662	9,000	0,0	-0,0379	9,000	0,0	-0,0336	9,000	32,6	0,0000	9,000	1,7	0,0000	9,000	0,0	0,0000	9,000	0,1	-3,7500E-5	9,000	4,9	0,0000	9,000	0,1	-0,1082	9,000	0,0	-0,0354
9,050	0,0	-0,0594	9,050	0,0	-0,0854	9,050	0,0	-0,0649	9,050	0,0	-0,0285	9,050	0,0	-0,0124	9,050	0,1	-0,0624	9,050	0,0	-0,0811	9,050	0,0	-0,0116	9,050	0,0	-0,0340	9,050	1,1	-0,0191	9,050	0,8	-0,0464	9,050	0,0	-0,0334	9,050	0,0	-0,0668	9,050	0,0	-0,0379	9,050	0,0	-0,0342	9,050	32,6	0,0000	9,050	1,7	0,0000	9,050	0,0	0,0000	9,050	0,1	-3,7500E-5	9,050	5,0	0,0000	9,050	0,1	-0,1081	9,050	0,0	-0,0368
9,100	0,0	-0,0594	9,100	0,0	-0,0856	9,100	0,0	-0,0655	9,100	0,0	-0,0295	9,100	0,0	-0,0122	9,100	0,1	-0,0624	9,100	0,0	-0,0811	9,100	0,1	-0,0116	9,100	0,0	-0,0348	9,100	1,1	-0,0191	9,100	0,9	-0,0464	9,100	0,0	-0,0341	9,100	0,0	-0,0671	9,100	0,0	-0,0379	9,100	0,0	-0,0348	9,100	32,6	0,0000	9,100	1,7	0,0000	9,100	0,0	0,0000	9,100	0,1	-3,7500E-5	9,100	5,3	0,0000	9,100	0,1	-0,1081	9,100	0,0	-0,0379
9,150	0,0	-0,0596	9,150	0,0	-0,0865	9,150	0,0	-0,0657	9,150	0,0	-0,0302	9,150	0,0	-0,0122	9,150	0,1	-0,0624	9,150	0,0	-0,0811	9,150	0,0	-0,0116	9,150	0,0	-0,0351	9,150	1,1	-0,0191	9,150	0,7	-0,0464	9,150	0,0	-0,0346	9,150	0,0	-0,0673	9,150	0,0	-0,0379	9,150	0,0	-0,0354	9,150	32,6	0,0000	9,150	1,7	0,0000	9,150	0,0	0,0000	9,150	0,1	-3,7500E-5	9,150	5,5	0,0000	9,150	0,1	-0,1082	9,150	0,0	-0,0388
9,200	0,0	-0,0603	9,200	0,0	-0,0882	9,200	0,0	-0,0661	9,200	0,0	-0,0306	9,200	0,0	-0,0122	9,200	0,1	-0,0626	9,200	0,0	-0,0812	9,200	0,0	-0,0114	9,200	0,0	-0,0354	9,200	1,1	-0,0192	9,200	0,9	-0,0466	9,200	0,0	-0,0348	9,200	0,0	-0,0679	9,200	0,0	-0,0380	9,200	0,0	-0,0358	9,200	32,6	0,0000	9,200	1,7	0,0000	9,200	0,0	0,0000	9,200	0,1	-3,7500E-5	9,200	5,6	0,0000	9,200	0,1	-0,1087	9,200	0,0	-0,0397
9,250	0,0	-0,0613	9,250	0,0	-0,0899	9,250	0,0	-0,0667	9,250	0,0	-0,0312	9,250	0,0	-0,0122	9,250	0,1	-0,0627	9,250	0,0	-0,0814	9,250	0,0	-0,0113	9,250	0,0	-0,0361	9,250	1,1	-0,0192	9,250	0,7	-0,0472	9,250	0,0	-0,0349	9,250	0,0	-0,0690	9,250	0,0	-0,0382	9,250	0,0	-0,0362	9,250	32,6	0,0000	9,250	1,7	0,0000	9,250	0,0	0,0000	9,250	0,1	-3,7500E-5	9,250	6,0	0,0000	9,250	0,1	-0,1097	9,250	0,0	-0,0407
9,300	0,0	-0,0624	9,300	0,0	-0,0916	9,300	0,0	-0,0673	9,300	0,0	-0,0319	9,300	0,0	-0,0122	9,300	0,1	-0,0630	9,300	0,0	-0,0817	9,300	0,0	-0,0113	9,300	0,0	-0,0368	9,300	1,1	-0,0193	9,300	1,0	-0,0483	9,300	0,0	-0,0347	9,300	0,0	-0,0699	9,300	0,0	-0,0384	9,300	0,0	-0,0366	9,300	32,5	0,0000	9,300	1,8	0,0000	9,300	0,0	0,0000	9,300	0,1	-3,7500E-5	9,300	6,2	0,0000	9,300	0,1	-0,1114	9,300	0,0	-0,0416
9,350	0,0	-0,0635	9,350	0,0	-0,0932	9,350	0,0	-0,0675	9,350	0,0	-0,0325	9,350	0,0	-0,0123	9,350	0,1	-0,0636	9,350	0,0	-0,0821	9,350	0,0	-0,0113	9,350	0,0	-0,0371	9,350	1,1	-0,0195	9,350	0,8	-0,0494	9,350	0,0	-0,0346	9,350	0,0	-0,0707	9,350	0,0	-0,0386	9,350	0,0	-0,0371	9,350	32,6	0,0000	9,350	1,8	0,0000	9,350	0,0	0,0000	9,350	0,1	-3,7500E-5	9,350	6,4	0,0000	9,350	0,1	-0,1128	9,350	0,0	-0,0424
9,400	0,0	-0,0647	9,400	0,1	-0,0948	9,400	0,0	-0,0678	9,400	0,0	-0,0331	9,400	0,0	-0,0123	9,400	0,1	-0,0642	9,400	0,0	-0,0824	9,400	0,1	-0,0113	9,400	0,0	-0,0372	9,400	1,1	-0,0199	9,400	1,1	-0,0500	9,400	0,0	-0,0346	9,400	0,0	-0,0713	9,400	0,0	-0,0391	9,400	0,0	-0,0376	9,400	32,6	0,0000	9,400	1,7	0,0000	9,400	0,0	0,0000	9,400	0,1	-3,7500E-5	9,400	6,8	0,0000	9,400	0,1	-0,1140	9,400	0,0	-0,0429
9,450	0,0	-0,0657	9,450	0,1	-0,0965	9,450	0,0	-0,0678	9,450	0,0	-0,0336	9,450	0,0	-0,0124	9,450	0,1	-0,0650	9,450	0,0	-0,0825	9,450	0,1	-0,0113	9,450	0,0	-0,0372	9,450	1,1	-0,0201	9,450	0,8	-0,0504	9,450	0,0	-0,0346	9,450	0,0	-0,0719	9,450	0,0	-0,0395	9,450	0,0	-0,0380	9,450	32,6	0,0000	9,450	1,7	0,0000	9,450	0,0	0,0000	9,450	0,1	-3,7500E-5	9,450	6,9	0,0000	9,450	0,1	-0,1152	9,450	0,0	-0,0429
9,500	0,0	-0,0666	9,500	0,1	-0,0982	9,500	0,0	-0,0678	9,500	0,0	-0,0341	9,500	0,0	-0,0126	9,500	0,1	-0,0658	9,500	0,0	-0,0832	9,500	0,1	-0,0113	9,500	0,0	-0,0372	9,500	1,1	-0,0206	9,500	1,2	-0,0509	9,500	0,0	-0,0346	9,500	0,0	-0,0725	9,500	0,0	-0,0401	9,500	0,0	-0,0384	9,500	32,7	0,0000	9,500	1,7	0,0000	9,500	0,0	0,0000	9,500	0,1	-3,7500E-5	9,500	7,1	0,0000	9,500	0,1	-0,1161	9,500	0,0	-0,0428
9,550	0,0	-0,0676	9,550	0,1	-0,0998	9,550	0,0	-0,0678	9,550	0,0	-0,0350	9,550	0,0	-0,0128	9,550	0,1	-0,0663	9,550	0,0	-0,0841	9,550	0,1	-0,0113	9,550	0,0	-0,0369	9,550	1,2	-0,0211	9,550	0,8	-0,0516	9,550	0,0	-0,0346	9,550	0,0	-0,0731	9,550	0,0	-0,0407	9,550	0,0	-0,0387	9,550	32,6	0,0000	9,550	1,8	0,0000	9,550	0,0	0,0000	9,550	0,1	-3,7500E-5	9,550	7,2	0,0000	9,550	0,1	-0,1170	9,550	0,0	-0,0423
