t	%	I	y
0.0	0.03149	0.03149414	0.0
0.05	0.03152	0.03152466	0.0
0.1	0.03136	0.03135681	0.0
0.15	0.03154	0.03153992	1.479375e-05
0.2	0.03172	0.03172302	1.9725e-05
0.25	0.03172	0.03172302	1.9725e-05
0.3	0.03157	0.03157043	1.9725e-05
0.35	0.03172	0.03172302	1.9725e-05
0.4	0.03171	0.03170776	1.9725e-05
0.45	0.03157	0.03157043	1.9725e-05
0.5	0.03134	0.03134155	1.9725e-05
0.55	0.03146	0.03146362	1.9725e-05
0.6	0.03156	0.03155518	1.9725e-05
0.65	0.03127	0.03126526	1.9725e-05
0.7	0.03145	0.03144836	1.9725e-05
0.75	0.03142	0.03141785	1.9725e-05
0.8	0.03154	0.03153992	1.9725e-05
0.85	0.03139	0.03138733	1.9725e-05
0.9	0.03159	0.03158569	1.9725e-05
0.95	0.03198	0.03198242	1.9725e-05
1.0	0.03181	0.03181458	1.9725e-05
1.05	0.03183	0.03182983	1.9725e-05
1.1	0.0318	0.03179932	1.9725e-05
1.15	0.03189	0.03189087	1.9725e-05
1.2	0.03224	0.03224182	1.9725e-05
1.25	0.03227	0.03227234	1.9725e-05
1.3	0.03232	0.03231812	1.9725e-05
1.35	0.03256	0.03256226	1.9725e-05
1.4	0.0323	0.03230286	1.9725e-05
1.45	0.03229	0.0322876	1.9725e-05
1.5	0.0322	0.03219604	1.9725e-05
1.55	0.03246	0.03245544	1.9725e-05
1.6	0.03238	0.03237915	1.9725e-05
1.65	0.03252	0.03251648	1.9725e-05
1.7	0.03215	0.03215027	1.9725e-05
1.75	0.03229	0.0322876	1.9725e-05
1.8	0.03236	0.03236389	1.9725e-05
1.85	0.03242	0.03242493	4.93125e-06
1.9	0.03258	0.03257751	1.9725e-05
1.95	0.03252	0.03251648	1.9725e-05
2.0	0.03265	0.03265381	1.9725e-05
2.05	0.03224	0.03224182	1.9725e-05
2.1	0.03224	0.03224182	1.9725e-05
2.15	0.03195	0.0319519	1.9725e-05
2.2	0.03206	0.03205872	1.9725e-05
2.25	0.03175	0.03175354	1.9725e-05
