t	%	I	y
0.0	0.0497	0.04969788	0.0
0.05	0.04964	0.04963684	0.0
0.1	0.04956	0.04956055	0.0
0.15	0.04935	0.04934692	0.0
0.2	0.04982	0.04981995	0.0
0.25	0.04961	0.04960632	0.0
0.3	0.04953	0.04953003	0.0
0.35	0.04951	0.04951477	0.0
0.4	0.04944	0.04943848	0.0
0.45	0.04935	0.04934692	0.0
0.5	0.04901	0.04901123	0.0
0.55	0.04935	0.04934692	0.0
0.6	0.04941	0.04940796	0.0
0.65	0.04987	0.04986572	0.0
0.7	0.04984	0.04983521	0.0
0.75	0.04977	0.04977417	0.0
0.8	0.05013	0.05012512	0.0
0.85	0.05031	0.05030823	0.0
0.9	0.05074	0.05073547	0.0
0.95	0.05087	0.0508728	0.0
1.0	0.0509	0.05090332	0.0
1.05	0.05104	0.05104065	0.0
1.1	0.05124	0.05123901	0.0
1.15	0.05132	0.05131531	0.0
1.2	0.05173	0.05172729	0.0
1.25	0.0519	0.05189514	0.0
1.3	0.05193	0.05192566	0.0
1.35	0.05196	0.05195618	0.0
1.4	0.05173	0.05172729	0.0
1.45	0.0517	0.05169678	0.0
1.5	0.05162	0.05162048	0.0
1.55	0.05174	0.05174255	0.0
1.6	0.05168	0.05168152	0.0
1.65	0.05167	0.05166626	0.0
1.7	0.05153	0.05152893	0.0
1.75	0.05144	0.05143738	0.0
1.8	0.05103	0.05102539	0.0
1.85	0.05147	0.0514679	-2.95875e-05
1.9	0.05119	0.05119324	-0.00033532500000000003
1.95	0.05138	0.05137634	-0.00090998
2.0	0.05199	0.05198669	-0.0015990400000000001
2.05	0.05159	0.05158997	-0.0018462600000000002
2.1	0.05121	0.0512085	-0.0021986799999999997
2.15	0.05101	0.05101013	-0.00245116
2.2	0.05069	0.0506897	-0.0029403400000000005
2.25	0.05087	0.0508728	-0.00349264
2.3	0.05109	0.05108643	-0.00384506
2.35	0.05115	0.05114746	-0.00396604
2.4	0.05057	0.05056763	-0.0042606
2.45	0.05038	0.05038452	-0.00472874
2.5	0.05013	0.05012512	-0.004970700000000001
2.55	0.04993	0.04992676	-0.00531786
2.6	0.04955	0.04954529	-0.0058386
2.65	0.04907	0.04907227	-0.0064329800000000005
2.7	0.04924	0.04924011	-0.006980020000000001
2.75	0.0488	0.04879761	-0.0074481600000000005
2.8	0.04869	0.0486908	-0.0078111000000000005
2.85	0.04874	0.04873657	-0.007947860000000001
2.9	0.04842	0.04841614	-0.007921560000000001
2.95	0.04857	0.04856873	-0.007832140000000001
3.0	0.04779	0.04779053	-0.0078111000000000005
3.05	0.0479	0.04789734	-0.0078111000000000005
3.1	0.04776	0.04776001	-0.0078111000000000005
3.15	0.0477	0.04769897	-0.0078111000000000005
3.2	0.04707	0.04707336	-0.0078111000000000005
3.25	0.04733	0.04733276	-0.0078111000000000005
3.3	0.04762	0.04762268	-0.00784792
3.35	0.04752	0.04751587	-0.008010980000000001
3.4	0.04752	0.04751587	-0.0083634
3.45	0.04732	0.0473175	-0.00922604
3.5	0.04736	0.04736328	-0.01010972
3.55	0.04776	0.04776001	-0.010783000000000001
3.6	0.04813	0.04812622	-0.01126166
3.65	0.04829	0.04829407	-0.01174032
3.7	0.04832	0.04832458	-0.012140080000000001
3.75	0.04822	0.04821777	-0.012571400000000002
3.8	0.04851	0.04850769	-0.01296064
3.85	0.04887	0.0488739	-0.01345508
3.9	0.04951	0.04951477	-0.01379698
3.95	0.04959	0.04959106	-0.0140705
4.0	0.04987	0.04986572	-0.01425986
4.05	0.04997	0.04997253	-0.01431772
4.1	0.05003	0.05003357	-0.0144387
4.15	0.04996	0.04995728	-0.01471222
4.2	0.04967	0.04966736	-0.014991
4.25	0.04973	0.04972839	-0.01528556
4.3	0.04976	0.04975891	-0.01572214
4.35	0.04982	0.04981995	-0.0160956
4.4	0.04993	0.04992676	-0.0161745
4.45	0.04996	0.04995728	-0.01611664
4.5	0.05008	0.05007935	-0.015937800000000002
4.55	0.05028	0.05027771	-0.015937800000000002
4.6	0.05016	0.05015564	-0.015937800000000002
4.65	0.05026	0.05026245	-0.015937800000000002
4.7	0.05016	0.05015564	-0.015937800000000002
4.75	0.05013	0.05012512	-0.015937800000000002
4.8	0.05035	0.050354	-0.015937800000000002
4.85	0.05023	0.05023193	-0.015937800000000002
4.9	0.05009	0.0500946	-0.015937800000000002
4.95	0.05025	0.05024719	-0.0160693
5.0	0.05002	0.05001831	-0.01619554
5.05	0.05074	0.05073547	-0.016668940000000004
5.1	0.05069	0.0506897	-0.01747898
5.15	0.05009	0.0500946	-0.01793134
5.2	0.04921	0.04920959	-0.01857832
5.25	0.04961	0.04960632	-0.01917796
5.3	0.04945	0.04945374	-0.019835460000000003
5.35	0.04913	0.0491333	-0.02037198
5.4	0.04858	0.04858398	-0.0207507
5.45	0.04831	0.04830933	-0.02134508
5.5	0.04829	0.04829407	-0.02173432
5.55	0.04814	0.04814148	-0.02222876
5.6	0.04741	0.04740906	-0.022744240000000002
5.65	0.04761	0.04760742	-0.02308614
5.7	0.04753	0.04753113	-0.02342278
5.75	0.04735	0.04734802	-0.024069760000000003
5.8	0.04718	0.04718018	-0.0248535
5.85	0.04741	0.04740906	-0.025379500000000003
5.9	0.04732	0.0473175	-0.025653020000000002
5.95	0.04741	0.04740906	-0.02582134
6.0	0.04747	0.04747009	-0.02590024
6.05	0.04761	0.04760742	-0.02589498
6.1	0.04732	0.0473175	-0.02574244
6.15	0.04733	0.04733276	-0.02554256
6.2	0.04762	0.04762268	-0.025521520000000002
6.25	0.04745	0.04745483	-0.025521520000000002
6.3	0.04749	0.04748535	-0.025521520000000002
6.35	0.0479	0.04789734	-0.025521520000000002
6.4	0.04756	0.04756165	-0.025521520000000002
6.45	0.04739	0.0473938	-0.025521520000000002
6.5	0.04729	0.04728699	-0.025521520000000002
6.55	0.04744	0.04743958	-0.025521520000000002
6.6	0.04767	0.04766846	-0.025521520000000002
6.65	0.04753	0.04753113	-0.02552678
6.7	0.04749	0.04748535	-0.02555308
6.75	0.04742	0.04742432	-0.025595160000000002
6.8	0.04742	0.04742432	-0.025621460000000002
6.85	0.04723	0.04722595	-0.02575296
6.9	0.04716	0.04716492	-0.02582134
6.95	0.0475	0.04750061	-0.025931799999999998
7.0	0.04712	0.04711914	-0.02607908
7.05	0.04739	0.0473938	-0.02630526
7.1	0.04747	0.04747009	-0.026442020000000004
7.15	0.04761	0.04760742	-0.026741840000000003
7.2	0.04768	0.04768372	-0.027083740000000002
7.25	0.04819	0.04818726	-0.02754136
7.3	0.04858	0.04858398	-0.02799898
7.35	0.04929	0.04928589	-0.028546020000000002
7.4	0.04993	0.04992676	-0.02884058
7.45	0.05054	0.05053711	-0.02944022
7.5	0.0506	0.05059814	-0.029924140000000002
7.55	0.05025	0.05024719	-0.03039228
7.6	0.0509	0.05090332	-0.031007700000000003
7.65	0.0517	0.05169678	-0.031717800000000004
7.7	0.05194	0.05194092	-0.03208074
7.75	0.05222	0.05221558	-0.032154379999999996
7.8	0.05212	0.05212402	-0.032154379999999996
7.85	0.05196	0.05195618	-0.03220698
7.9	0.05257	0.05256653	-0.03244894
7.95	0.0524	0.05239868	-0.0326909
8.0	0.05211	0.05210876	-0.0328224
8.05	0.05226	0.05226135	-0.03284344
8.1	0.05205	0.05204773	-0.0328224
8.15	0.0518	0.05180359	-0.03266986
8.2	0.05139	0.0513916	-0.03260674
8.25	0.05142	0.05142212	-0.03260674
8.3	0.05165	0.051651	-0.03260674
8.35	0.05132	0.05131531	-0.03260674
8.4	0.0513	0.05130005	-0.03260674
8.45	0.05139	0.0513916	-0.03260674
8.5	0.05136	0.05136108	-0.03260674
8.55	0.0513	0.05130005	-0.03260674
8.6	0.05154	0.05154419	-0.03260674
8.65	0.05153	0.05152893	-0.03260674
8.7	0.05188	0.05187988	-0.03260674
8.75	0.05168	0.05168152	-0.03260674
8.8	0.05174	0.05174255	-0.03260674
8.85	0.05156	0.05155945	-0.032612
8.9	0.05177	0.05177307	-0.03263304
8.95	0.05162	0.05162048	-0.03264356
9.0	0.05176	0.05175781	-0.0327435
9.05	0.05191	0.0519104	-0.03284344
9.1	0.05177	0.05177307	-0.03284344
9.15	0.05173	0.05172729	-0.03284344
9.2	0.05214	0.05213928	-0.0329013
