t	%	I	y
0.0	0.04462	0.0446167	0.0
0.05	0.04453	0.04452515	0.0
0.1	0.0444	0.04440308	0.0
0.15	0.04439	0.04438782	0.0
0.2	0.04453	0.04452515	0.0
0.25	0.04427	0.04426575	0.0
0.3	0.04433	0.04432678	0.0
0.35	0.04417	0.04417419	0.0
0.4	0.04388	0.04388428	0.0
0.45	0.04401	0.04400635	0.0
0.5	0.04387	0.04386902	0.0
0.55	0.04405	0.04405212	0.0
0.6	0.04416	0.04415894	0.0
0.65	0.04401	0.04400635	0.0
0.7	0.04405	0.04405212	0.0
0.75	0.04414	0.04414368	0.0
0.8	0.04385	0.04385376	0.0
0.85	0.04381	0.04380798	0.0
0.9	0.04379	0.04379272	0.0
0.95	0.04396	0.04396057	0.0
1.0	0.04359	0.04359436	0.0
1.05	0.04384	0.0438385	0.0
1.1	0.04373	0.04373169	0.0
1.15	0.04385	0.04385376	0.0
1.2	0.04388	0.04388428	0.0
1.25	0.04382	0.04382324	0.0
1.3	0.04382	0.04382324	0.0
1.35	0.04361	0.04360962	0.0
1.4	0.04341	0.04341125	0.0
1.45	0.04324	0.04324341	0.0
1.5	0.04347	0.04347229	0.0
1.55	0.04326	0.04325867	0.0
1.6	0.04352	0.04351807	0.0
1.65	0.04372	0.04371643	0.0
1.7	0.04364	0.04364014	0.0
1.75	0.04355	0.04354858	0.0
1.8	0.04333	0.04333496	0.0
1.85	0.04332	0.0433197	0.0
1.9	0.04367	0.04367065	0.0
1.95	0.04355	0.04354858	0.0
2.0	0.04381	0.04380798	0.0
2.05	0.04359	0.04359436	0.0
2.1	0.04352	0.04351807	0.0
2.15	0.0435	0.04350281	0.0
2.2	0.04337	0.04336548	0.0
2.25	0.04361	0.04360962	0.0
2.3	0.04366	0.0436554	0.0
2.35	0.04369	0.04368591	0.0
2.4	0.04369	0.04368591	0.0
2.45	0.04344	0.04344177	0.0
2.5	0.04314	0.0431366	0.0
2.55	0.04356	0.04356384	0.0
2.6	0.04372	0.04371643	0.0
2.65	0.04341	0.04341125	0.0
2.7	0.04358	0.0435791	0.0
2.75	0.04353	0.04353333	0.0
2.8	0.04346	0.04345703	0.0
2.85	0.04375	0.04374695	4.93125e-06
2.9	0.04362	0.04362488	1.9725e-05
2.95	0.04355	0.04354858	1.9725e-05
3.0	0.04338	0.04338074	1.9725e-05
