t	%	I	y
0.0	0.04137	0.04136658	0.0
0.05	0.0417	0.04170227	0.0
0.1	0.04202	0.04202271	0.0
0.15	0.04225	0.04225159	0.0
0.2	0.04207	0.04206848	0.0
0.25	0.04236	0.0423584	0.0
0.3	0.04268	0.04267883	0.0
0.35	0.04272	0.04272461	-1.479375e-05
0.4	0.04274	0.04273987	-1.9725e-05
0.45	0.04256	0.04255676	-1.9725e-05
0.5	0.04259	0.04258728	-1.9725e-05
0.55	0.04269	0.04269409	-1.9725e-05
0.6	0.04297	0.04296875	-7.89e-05
0.65	0.043	0.04299927	-0.0002465625
0.7	0.04288	0.0428772	-0.00033532500000000003
0.75	0.04262	0.0426178	-0.0003649125
0.8	0.04285	0.04284668	-0.000414225
0.85	0.04279	0.04278564	-0.00048819375000000003
0.9	0.04289	0.04289246	-0.00061016
0.95	0.04295	0.04295349	-0.00081004
1.0	0.04314	0.0431366	-0.0010835600000000001
1.05	0.04395	0.04394531	-0.0013939
1.1	0.04395	0.04394531	-0.0015990400000000001
1.15	0.04422	0.04421997	-0.0017095
1.2	0.04407	0.04406738	-0.0017358
1.25	0.04437	0.04437256	-0.00171476
1.3	0.04399	0.04399109	-0.00171476
1.35	0.04384	0.0438385	-0.00171476
1.4	0.0439	0.04389954	-0.00171476
1.45	0.04359	0.04359436	-0.00171476
1.5	0.04364	0.04364014	-0.00171476
1.55	0.04372	0.04371643	-0.00171476
1.6	0.04414	0.04414368	-0.0017358
1.65	0.04372	0.04371643	-0.00174106
1.7	0.0437	0.04370117	-0.0018147
1.75	0.04468	0.04467773	-0.00203562
1.8	0.0451	0.04510498	-0.0021303
1.85	0.04518	0.04518127	-0.0021986799999999997
1.9	0.04585	0.04585266	-0.0026720800000000003
1.95	0.04553	0.04553223	-0.00316126
2.0	0.04536	0.04536438	-0.0032138600000000002
2.05	0.04541	0.04541016	-0.0032138600000000002
2.1	0.04552	0.04551697	-0.0032138600000000002
2.15	0.04546	0.04545593	-0.0032138600000000002
2.2	0.04552	0.04551697	-0.0032138600000000002
2.25	0.04533	0.04533386	-0.0031770400000000003
2.3	0.04599	0.04598999	-0.0031665200000000004
2.35	0.04565	0.0456543	-0.0031560000000000004
2.4	0.04532	0.0453186	-0.0031560000000000004
2.45	0.04556	0.04556274	-0.0031823
2.5	0.04547	0.04547119	-0.0032138600000000002
2.55	0.04486	0.04486084	-0.0034716
2.6	0.0439	0.04389954	-0.0038661
2.65	0.04398	0.04397583	-0.0039187
2.7	0.04463	0.04463196	-0.0041028
2.75	0.04378	0.04377747	-0.00450782
2.8	0.04346	0.04345703	-0.0048129
2.85	0.04343	0.04342651	-0.004944400000000001
2.9	0.04286	0.04286194	-0.004991740000000001
2.95	0.04297	0.04296875	-0.004991740000000001
3.0	0.04323	0.04322815	-0.004991740000000001
3.05	0.04282	0.04281616	-0.00484446
3.1	0.04305	0.04304504	-0.0048129
3.15	0.0432	0.04319763	-0.0048129
3.2	0.04297	0.04296875	-0.0048129
3.25	0.04308	0.04307556	-0.0048129
3.3	0.04335	0.04335022	-0.00486024
3.35	0.04218	0.04217529	-0.004970700000000001
3.4	0.04286	0.04286194	-0.00516532
3.45	0.0435	0.04350281	-0.005344160000000001
3.5	0.04225	0.04225159	-0.005591380000000001
3.55	0.0396	0.03959656	-0.006017440000000001
3.6	0.04155	0.04154968	-0.00619102
3.65	0.0416	0.04159546	-0.0063646
3.7	0.04095	0.04095459	-0.00649084
3.75	0.04109	0.04109192	-0.00650662
3.8	0.04129	0.04129028	-0.00650662
3.85	0.04115	0.04115295	-0.0064014200000000005
3.9	0.04143	0.04142761	-0.006312000000000001
3.95	0.04266	0.04266357	-0.006312000000000001
4.0	0.04109	0.04109192	-0.006312000000000001
4.05	0.04115	0.04115295	-0.006312000000000001
4.1	0.04102	0.04101562	-0.006312000000000001
4.15	0.03918	0.03918457	-0.0064329800000000005
4.2	0.04086	0.04086304	-0.0064698
4.25	0.04099	0.04098511	-0.006685460000000001
4.3	0.04108	0.04107666	-0.006980020000000001
4.35	0.04095	0.04095459	-0.00708522
4.4	0.04073	0.04072571	-0.0071799
4.45	0.04128	0.04127502	-0.00752706
4.5	0.04167	0.04167175	-0.007879480000000001
4.55	0.0421	0.042099	-0.00816352
4.6	0.04207	0.04206848	-0.0083634
4.65	0.04228	0.0422821	-0.0083634
4.7	0.0416	0.04159546	-0.0083634
4.75	0.04221	0.04220581	-0.00832132
4.8	0.04234	0.04234314	-0.00830554
4.85	0.04227	0.04226685	-0.00830554
4.9	0.04306	0.0430603	-0.00830554
4.95	0.04237	0.04237366	-0.00830554
5.0	0.04205	0.04205322	-0.00834236
5.05	0.04303	0.04302979	-0.008505420000000001
5.1	0.04248	0.04248047	-0.00877894
5.15	0.04384	0.0438385	-0.00937332
5.2	0.04485	0.04484558	-0.009978220000000001
5.25	0.04562	0.04562378	-0.01048318
5.3	0.04628	0.04627991	-0.010751440000000001
5.35	0.04622	0.04621887	-0.01084086
5.4	0.04648	0.04647827	-0.01084612
5.45	0.04631	0.04631042	-0.010788260000000001
5.5	0.04626	0.04626465	-0.01067254
5.55	0.04591	0.0459137	-0.01067254
5.6	0.0461	0.0460968	-0.01067254
5.65	0.04613	0.04612732	-0.01067254
5.7	0.04672	0.04672241	-0.01067254
5.75	0.04648	0.04647827	-0.010730400000000001
5.8	0.04628	0.04627991	-0.01086716
5.85	0.04623	0.04623413	-0.01105652
5.9	0.04527	0.04527283	-0.011314260000000001
5.95	0.04494	0.04493713	-0.01158252
6.0	0.04506	0.0450592	-0.0119139
6.05	0.04497	0.04496765	-0.012171640000000001
6.1	0.04449	0.04449463	-0.01240834
6.15	0.04483	0.04483032	-0.01249776
6.2	0.04465	0.04464722	-0.01250302
6.25	0.04483	0.04483032	-0.01248724
6.3	0.04416	0.04415894	-0.012387300000000002
6.35	0.04485	0.04484558	-0.01234522
6.4	0.04515	0.04515076	-0.01234522
6.45	0.04579	0.04579163	-0.01234522
6.5	0.0448	0.0447998	-0.01234522
6.55	0.04454	0.04454041	-0.01234522
6.6	0.04475	0.04475403	-0.012524060000000002
6.65	0.04456	0.04455566	-0.012818620000000001
6.7	0.04205	0.04205322	-0.01326572
6.75	0.04147	0.04147339	-0.013549760000000001
6.8	0.04103	0.04103088	-0.013907440000000002
6.85	0.03978	0.03977966	-0.014149400000000001
6.9	0.03989	0.03988647	-0.014223040000000001
