t	%	I	y
0.0	0.03473	0.034729	0.0
0.05	0.03441	0.03440857	0.0
0.1	0.03491	0.03491211	0.0
0.15	0.03487	0.03486633	0.0
0.2	0.03482	0.03482056	0.0
0.25	0.03539	0.03538513	0.0
0.3	0.03539	0.03538513	0.0
0.35	0.03534	0.03533936	0.0
0.4	0.03523	0.03523254	0.0
0.45	0.03552	0.03552246	0.0
0.5	0.03529	0.03529358	0.0
0.55	0.03548	0.03547668	0.0
0.6	0.03552	0.03552246	0.0
0.65	0.03511	0.03511047	0.0
0.7	0.03503	0.03503418	0.0
0.75	0.03613	0.03613281	0.0
0.8	0.03575	0.03575134	0.0
0.85	0.03581	0.03581238	0.0
0.9	0.03566	0.03565979	0.0
0.95	0.03552	0.03552246	0.0
1.0	0.03548	0.03547668	0.0
1.05	0.0359	0.03590393	0.0
1.1	0.03522	0.03521729	0.0
1.15	0.03548	0.03547668	-7.396874999999999e-05
1.2	0.03531	0.03530884	-0.00033532500000000003
1.25	0.03532	0.0353241	-0.00035505000000000004
1.3	0.03542	0.03541565	-0.000414225
1.35	0.03505	0.03504944	-0.0005786000000000001
1.4	0.03496	0.03495789	-0.0008679
1.45	0.03465	0.03465271	-0.00112038
1.5	0.03433	0.03433228	-0.0014202000000000002
1.55	0.03459	0.03459167	-0.0016779400000000002
1.6	0.03464	0.03463745	-0.00207244
1.65	0.03452	0.03451538	-0.0024827200000000003
1.7	0.03474	0.03474426	-0.00247746
1.75	0.03468	0.03468323	-0.00246694
1.8	0.03481	0.0348053	-0.00246694
1.85	0.03474	0.03474426	-0.00240382
1.9	0.0351	0.03509521	-0.0023354400000000003
1.95	0.03506	0.0350647	-0.0024196
2.0	0.03394	0.03393555	-0.0024827200000000003
2.05	0.0351	0.03509521	-0.00263
2.1	0.03493	0.03492737	-0.00322438
2.15	0.03418	0.03417969	-0.00359784
2.2	0.03416	0.03416443	-0.00376616
2.25	0.03377	0.0337677	-0.0043395000000000005
2.3	0.03384	0.03384399	-0.00472348
2.35	0.03381	0.03381348	-0.00475504
2.4	0.03387	0.03387451	-0.004634060000000001
2.45	0.03397	0.03396606	-0.00461828
2.5	0.03398	0.03398132	-0.00461828
2.55	0.03412	0.03411865	-0.00461828
2.6	0.03377	0.0337677	-0.00461828
2.65	0.03108	0.03108215	-0.00461828
2.7	0.03168	0.03167725	-0.004634060000000001
2.75	0.03514	0.03514099	-0.00472874
2.8	0.03574	0.03573608	-0.00485498
2.85	0.03505	0.03504944	-0.00493388
2.9	0.03256	0.03256226	-0.00511798
2.95	0.03209	0.03208923	-0.0056545
3.0	0.03137	0.03137207	-0.00617524
3.05	0.03062	0.03062439	-0.00658552
3.1	0.03197	0.03196716	-0.00689586
3.15	0.03389	0.03388977	-0.0069958
3.2	0.03163	0.03163147	-0.007001060000000001
3.25	0.03365	0.03364563	-0.00690112
3.3	0.03362	0.03361511	-0.00690112
3.35	0.03368	0.03367615	-0.00690112
3.4	0.03366	0.03366089	-0.00690112
3.45	0.03371	0.03370667	-0.00690112
3.5	0.03365	0.03364563	-0.00690112
3.55	0.03358	0.03358459	-0.00690112
3.6	0.03386	0.03385925	-0.00690112
3.65	0.03239	0.03239441	-0.00690112
3.7	0.03514	0.03514099	-0.00690112
3.75	0.03345	0.03344727	-0.00690112
3.8	0.0336	0.03359985	-0.00690112
3.85	0.03514	0.03514099	-0.00690112
3.9	0.03496	0.03495789	-0.00690112
3.95	0.03406	0.03405762	-0.00690112
4.0	0.03365	0.03364563	-0.00690112
4.05	0.03386	0.03385925	-0.00690112
4.1	0.03387	0.03387451	-0.00690112
4.15	0.03351	0.0335083	-0.00690112
4.2	0.03212	0.03211975	-0.00690112
4.25	0.03499	0.0349884	-0.00690112
4.3	0.03296	0.03295898	-0.00690112
4.35	0.03255	0.032547	-0.00690112
4.4	0.03069	0.03068542	-0.00698528
4.45	0.03	0.02999878	-0.00698528
4.5	0.03107	0.03106689	-0.00698528
4.55	0.03497	0.03497314	-0.00698528
4.6	0.03516	0.03515625	-0.007022100000000001
4.65	0.03362	0.03361511	-0.00714834
4.7	0.03383	0.03382874	-0.007200940000000001
4.75	0.03401	0.03401184	-0.007248280000000001
4.8	0.034	0.03399658	-0.00727984
4.85	0.03423	0.03422546	-0.00727984
4.9	0.03378	0.03378296	-0.007269320000000001
4.95	0.03383	0.03382874	-0.00718516
5.0	0.03384	0.03384399	-0.00715886
5.05	0.03391	0.03390503	-0.00715886
5.1	0.0341	0.03410339	-0.00715886
5.15	0.03433	0.03433228	-0.00715886
5.2	0.03416	0.03416443	-0.00721672
5.25	0.03101	0.03100586	-0.00732718
5.3	0.03407	0.03407288	-0.00763226
5.35	0.03392	0.03392029	-0.0077900600000000006
5.4	0.03418	0.03417969	-0.007989940000000001
5.45	0.03432	0.03431702	-0.0083634
5.5	0.03412	0.03411865	-0.00882628
5.55	0.03427	0.03427124	-0.00901038
5.6	0.03424	0.03424072	-0.0089946
5.65	0.03421	0.03421021	-0.0089946
5.7	0.03448	0.03448486	-0.0089946
5.75	0.03455	0.0345459	-0.0089946
5.8	0.03426	0.03425598	-0.0089946
5.85	0.03456	0.03456116	-0.0089946
5.9	0.03438	0.03437805	-0.0089946
