t	%	I	y
0.0	0.04356	0.04356384	0.0
0.05	0.04379	0.04379272	0.0
0.1	0.04408	0.04408264	0.0
0.15	0.04422	0.04421997	0.0
0.2	0.04388	0.04388428	0.0
0.25	0.04434	0.04434204	0.0
0.3	0.04398	0.04397583	0.0
0.35	0.04425	0.04425049	0.0
0.4	0.04405	0.04405212	0.0
0.45	0.04402	0.04402161	0.0
0.5	0.04381	0.04380798	0.0
0.55	0.04395	0.04394531	0.0
0.6	0.04417	0.04417419	-1.9725e-05
0.65	0.04401	0.04400635	-0.0001282125
0.7	0.04385	0.04385376	-0.00019725000000000002
0.75	0.04355	0.04354858	-0.0002662875
0.8	0.04356	0.04356384	-0.00033532500000000003
0.85	0.04361	0.04360962	-0.0004734
0.9	0.04356	0.04356384	-0.00073114
0.95	0.04364	0.04364014	-0.0011046
1.0	0.04306	0.0430603	-0.00147806
1.05	0.04253	0.04252625	-0.0017042399999999999
1.1	0.04207	0.04206848	-0.0019935400000000002
1.15	0.04111	0.04110718	-0.0023669999999999997
1.2	0.03944	0.03944397	-0.0028404000000000003
1.25	0.03882	0.03881836	-0.00330328
1.3	0.03809	0.03808594	-0.00363992
1.35	0.03757	0.03756714	-0.003945
1.4	0.03702	0.03701782	-0.004297420000000001
1.45	0.03645	0.03645325	-0.00477082
1.5	0.03635	0.03634644	-0.00516006
1.55	0.03651	0.03651428	-0.00564924
1.6	0.0367	0.03669739	-0.00619102
1.65	0.03648	0.03648376	-0.006690720000000001
1.7	0.03654	0.0365448	-0.007200940000000001
1.75	0.03697	0.03697205	-0.007769020000000001
1.8	0.03731	0.03730774	-0.008405480000000002
1.85	0.0374	0.03739929	-0.00914714
1.9	0.03748	0.03747559	-0.00990458
1.95	0.0378	0.03779602	-0.01029908
2.0	0.03772	0.03771973	-0.0103359
2.05	0.03796	0.03796387	-0.01021492
2.1	0.03824	0.03823853	-0.0100992
2.15	0.03859	0.03858948	-0.0100992
2.2	0.03865	0.03865051	-0.0100992
2.25	0.04002	0.0400238	-0.0100992
2.3	0.04047	0.04046631	-0.0100992
2.35	0.04028	0.0402832	-0.0100992
2.4	0.04066	0.04066467	-0.0100992
2.45	0.04114	0.0411377	-0.01010972
2.5	0.04138	0.04138184	-0.01016758
2.55	0.04152	0.04151917	-0.01021492
2.6	0.04172	0.04171753	-0.010257
2.65	0.04253	0.04252625	-0.01030434
2.7	0.04266	0.04266357	-0.010372720000000002
2.75	0.043	0.04299927	-0.01047266
2.8	0.04359	0.04359436	-0.0105726
2.85	0.04375	0.04374695	-0.010751440000000001
2.9	0.04396	0.04396057	-0.01094606
2.95	0.04424	0.04423523	-0.01116172
3.0	0.04388	0.04388428	-0.011361600000000001
3.05	0.04425	0.04425049	-0.01161408
3.1	0.04417	0.04417419	-0.01187708
3.15	0.04387	0.04386902	-0.012119040000000001
3.2	0.04372	0.04371643	-0.01242412
3.25	0.04349	0.04348755	-0.012697640000000001
3.3	0.04312	0.04312134	-0.01300798
3.35	0.04295	0.04295349	-0.01336566
3.4	0.04277	0.04277039	-0.013728600000000002
3.45	0.04283	0.04283142	-0.014149400000000001
3.5	0.04283	0.04283142	-0.01447026
3.55	0.04312	0.04312134	-0.014906840000000001
3.6	0.04343	0.04342651	-0.015543300000000001
3.65	0.04443	0.04443359	-0.01613768
3.7	0.04463	0.04463196	-0.01652692
3.75	0.04424	0.04423523	-0.01684252
3.8	0.04405	0.04405212	-0.017158120000000002
3.85	0.04373	0.04373169	-0.01742638
3.9	0.04391	0.04391479	-0.0175158
3.95	0.04399	0.04399109	-0.01747372
4.0	0.04404	0.04403687	-0.01725806
4.05	0.04446	0.04446411	-0.017073960000000003
4.1	0.04443	0.04443359	-0.0170424
4.15	0.04445	0.04444885	-0.0170424
4.2	0.04482	0.04481506	-0.0170424
4.25	0.0444	0.04440308	-0.0170424
4.3	0.04468	0.04467773	-0.0170424
4.35	0.04451	0.04450989	-0.017073960000000003
4.4	0.04416	0.04415894	-0.017200200000000002
4.45	0.04402	0.04402161	-0.01744216
4.5	0.04398	0.04397583	-0.017684119999999998
4.55	0.0439	0.04389954	-0.01810492
4.6	0.04391	0.04391479	-0.018678260000000002
4.65	0.04396	0.04396057	-0.01922004
4.7	0.04344	0.04344177	-0.019588240000000003
4.75	0.04308	0.04307556	-0.019861760000000003
4.8	0.04314	0.0431366	-0.020119500000000002
4.85	0.04292	0.04292297	-0.0203562
4.9	0.04257	0.04257202	-0.02064024
4.95	0.04283	0.04283142	-0.02094532
5.0	0.04289	0.04289246	-0.021324040000000002
5.05	0.04288	0.0428772	-0.021508140000000002
5.1	0.04315	0.04315186	-0.02170802
5.15	0.04291	0.04290771	-0.021949980000000004
5.2	0.0432	0.04319763	-0.0221709
5.25	0.04343	0.04342651	-0.022449680000000003
5.3	0.0439	0.04389954	-0.022733720000000002
5.35	0.04355	0.04354858	-0.022923080000000002
5.4	0.04372	0.04371643	-0.02323868
5.45	0.04396	0.04396057	-0.02345434
5.5	0.04442	0.04441833	-0.02368052
5.55	0.04434	0.04434204	-0.023964560000000003
5.6	0.04422	0.04421997	-0.0240645
5.65	0.04453	0.04452515	-0.023985600000000003
5.7	0.04492	0.04492187	-0.02378046
5.75	0.04509	0.04508972	-0.02369104
5.8	0.04543	0.04542542	-0.02369104
5.85	0.04543	0.04542542	-0.02369104
5.9	0.04523	0.04522705	-0.02369104
5.95	0.04533	0.04533386	-0.02369104
6.0	0.04515	0.04515076	-0.02369104
6.05	0.04521	0.04521179	-0.023701560000000003
6.1	0.04512	0.04512024	-0.02378046
6.15	0.04445	0.04444885	-0.023933
6.2	0.04518	0.04518127	-0.024222300000000002
6.25	0.04643	0.0464325	-0.0248009
6.3	0.04727	0.04727173	-0.02538476
6.35	0.047	0.04699707	-0.02579504
6.4	0.04608	0.04608154	-0.02617376
6.45	0.04558	0.045578	-0.02657878
6.5	0.04521	0.04521179	-0.02693646
6.55	0.04456	0.04455566	-0.027362519999999998
6.6	0.04456	0.04455566	-0.0277728
6.65	0.04393	0.04393005	-0.02820938
6.7	0.0437	0.04370117	-0.02868804
6.75	0.04335	0.04335022	-0.02906676
6.8	0.04356	0.04356384	-0.02921404
6.85	0.0437	0.04370117	-0.02925086
6.9	0.04358	0.0435791	-0.02925086
6.95	0.04384	0.0438385	-0.029193
7.0	0.04407	0.04406738	-0.02915618
7.05	0.04379	0.04379272	-0.02915618
7.1	0.04414	0.04414368	-0.02915618
7.15	0.04413	0.04412842	-0.02915618
7.2	0.04399	0.04399109	-0.02915618
7.25	0.04422	0.04421997	-0.02915618
7.3	0.04434	0.04434204	-0.02915618
7.35	0.04436	0.0443573	-0.029182480000000004
7.4	0.04407	0.04406738	-0.02923508
7.45	0.04402	0.04402161	-0.0294034
7.5	0.0443	0.04429626	-0.029803160000000002
7.55	0.04436	0.0443573	-0.03030812
7.6	0.0462	0.04620361	-0.030849900000000003
7.65	0.04741	0.04740906	-0.031339080000000005
7.7	0.04877	0.04876709	-0.031686240000000004
7.75	0.04961	0.04960632	-0.032038660000000004
7.8	0.05046	0.05046082	-0.032349
7.85	0.05046	0.05046082	-0.03254888
7.9	0.05006	0.05006409	-0.03286974
7.95	0.04962	0.04962158	-0.0331643
8.0	0.04869	0.0486908	-0.03357458
8.05	0.04858	0.04858398	-0.03389544
8.1	0.04839	0.04838562	-0.03398486
8.15	0.04845	0.04844666	-0.03398486
8.2	0.04906	0.04905701	-0.0337692
8.25	0.04915	0.04914856	-0.03359036
8.3	0.04926	0.04925537	-0.03359036
8.35	0.04929	0.04928589	-0.03359036
8.4	0.04907	0.04907227	-0.03359036
8.45	0.04938	0.04937744	-0.03359036
8.5	0.04927	0.04927063	-0.03359036
8.55	0.04945	0.04945374	-0.033621920000000007
8.6	0.04916	0.04916382	-0.03363244
8.65	0.04874	0.04873657	-0.033732380000000006
8.7	0.0482	0.04820251	-0.033827060000000006
8.75	0.0481	0.0480957	-0.03389544
8.8	0.04802	0.04801941	-0.03396908
8.85	0.048	0.04800415	-0.03410584
8.9	0.048	0.04800415	-0.03431098
8.95	0.04803	0.04803467	-0.034547680000000004
9.0	0.04761	0.04760742	-0.034815940000000004
9.05	0.04706	0.04705811	-0.03511576
9.1	0.04669	0.04669189	-0.03529986
9.15	0.04622	0.04621887	-0.03540506
9.2	0.04434	0.04434204	-0.0357417
9.25	0.04382	0.04382324	-0.03627822000000001
9.3	0.04338	0.04338074	-0.036767400000000006
9.35	0.0434	0.043396	-0.037167160000000005
9.4	0.0443	0.04429626	-0.03751432
9.45	0.04454	0.04454041	-0.0378194
9.5	0.0451	0.04510498	-0.03814026
9.55	0.04623	0.04623413	-0.03847164
9.6	0.05034	0.05033875	-0.03883984
9.65	0.0527	0.05270386	-0.03931324
9.7	0.0538	0.05380249	-0.03980768
9.75	0.05434	0.05433655	-0.040344200000000004
9.8	0.05243	0.0524292	-0.04091228
9.85	0.05217	0.0521698	-0.04138568
9.9	0.05173	0.05172729	-0.04178544
9.95	0.05116	0.05116272	-0.04206948
10.0	0.05087	0.0508728	-0.0422904
10.05	0.05031	0.05030823	-0.042648080000000005
10.1	0.04971	0.04971313	-0.04303206
10.15	0.04836	0.0483551	-0.04341604
10.2	0.04555	0.04554749	-0.04376846
10.25	0.04524	0.04524231	-0.04396308
10.3	0.04468	0.04467773	-0.04417348
10.35	0.04422	0.04421997	-0.04452064000000001
10.4	0.04401	0.04400635	-0.04487306
10.45	0.04469	0.04469299	-0.04519392
10.5	0.04543	0.04542542	-0.04551478
10.55	0.04616	0.04615784	-0.045819860000000004
10.6	0.04822	0.04821777	-0.046098639999999996
10.65	0.04836	0.0483551	-0.04613546
10.7	0.04817	0.048172	-0.04613546
10.75	0.04829	0.04829407	-0.04609338
10.8	0.04984	0.04983521	-0.045977660000000004
10.85	0.05194	0.05194092	-0.045846160000000004
10.9	0.05264	0.05264282	-0.045804080000000004
10.95	0.05276	0.05276489	-0.045804080000000004
11.0	0.05238	0.05238342	-0.045804080000000004
11.05	0.05238	0.05238342	-0.045804080000000004
11.1	0.05258	0.05258179	-0.045804080000000004
11.15	0.05286	0.05285645	-0.045804080000000004
11.2	0.05272	0.05271912	-0.045804080000000004
11.25	0.05292	0.05291748	-0.045825120000000004
11.3	0.0517	0.05169678	-0.045882980000000004
11.35	0.05089	0.05088806	-0.045993440000000003
11.4	0.05058	0.05058289	-0.04605656
11.45	0.05086	0.05085754	-0.0463143
11.5	0.05234	0.05233765	-0.04662990000000001
11.55	0.05501	0.05500793	-0.04698758000000001
11.6	0.06314	0.06314087	-0.04745572
11.65	0.06544	0.06544495	-0.047971200000000006
11.7	0.06581	0.06581116	-0.04843408
11.75	0.06412	0.06411743	-0.04889696
11.8	0.05775	0.05775452	-0.04937036
11.85	0.05478	0.05477905	-0.04983324000000001
11.9	0.0529	0.05290222	-0.0502593
11.95	0.05132	0.05131531	-0.05063802
12.0	0.04932	0.04931641	-0.05099044
12.05	0.04761	0.04760742	-0.05135338
12.1	0.04659	0.04658508	-0.051711059999999996
12.15	0.04561	0.04560852	-0.05207926
12.2	0.04521	0.04521179	-0.05241064000000001
12.25	0.04506	0.0450592	-0.05266312
12.3	0.04492	0.04492187	-0.05287352
12.35	0.04585	0.04585266	-0.05311022000000001
12.4	0.04854	0.04853821	-0.053394260000000006
12.45	0.0495	0.04949951	-0.053657260000000005
12.5	0.0504	0.05039978	-0.053899220000000005
12.55	0.05139	0.0513916	-0.054183260000000004
12.6	0.05376	0.05375671	-0.05447782
12.65	0.05496	0.05496216	-0.05475134
12.7	0.05629	0.05628967	-0.0549933
12.75	0.05708	0.05708313	-0.0552037
12.8	0.05972	0.0597229	-0.05542462000000001
12.85	0.06088	0.06088257	-0.05565080000000001
12.9	0.06209	0.06208801	-0.05589276
12.95	0.06335	0.06335449	-0.05619258
13.0	0.06543	0.06542969	-0.05651344
13.05	0.06584	0.06584167	-0.056839560000000004
13.1	0.06639	0.06639099	-0.05718146
13.15	0.06564	0.06564331	-0.05752862
13.2	0.06364	0.06364441	-0.05777584
13.25	0.06177	0.06176758	-0.05803358
13.3	0.05843	0.0584259	-0.05836496000000001
13.35	0.05379	0.05378723	-0.0587279
13.4	0.04808	0.04808044	-0.059038240000000006
13.45	0.04829	0.04829407	-0.059096100000000006
13.5	0.0484	0.04840088	-0.059096100000000006
13.55	0.04854	0.04853821	-0.05890148
13.6	0.04463	0.04463196	-0.058722640000000006
13.65	0.0441	0.0440979	-0.058722640000000006
13.7	0.04451	0.04450989	-0.058722640000000006
13.75	0.04428	0.04428101	-0.058722640000000006
13.8	0.04454	0.04454041	-0.058722640000000006
13.85	0.04454	0.04454041	-0.058722640000000006
13.9	0.04459	0.04458618	-0.058722640000000006
13.95	0.04433	0.04432678	-0.058722640000000006
14.0	0.04471	0.04470825	-0.058722640000000006
14.05	0.04463	0.04463196	-0.058738420000000006
14.1	0.04442	0.04441833	-0.058738420000000006
14.15	0.04456	0.04455566	-0.05876998
14.2	0.04637	0.04637146	-0.058838360000000006
14.25	0.0466	0.04660034	-0.0588594
14.3	0.04626	0.04626465	-0.0588594
14.35	0.04594	0.04594421	-0.05897512
14.4	0.0451	0.04510498	-0.059211820000000005
14.45	0.04402	0.04402161	-0.059401180000000005
14.5	0.04311	0.04310608	-0.059537940000000004
