t,I,dI,a,da,y,dy
52.4,0.04446411,0.001,-14.30839443,0.0031415926535897933,-0.0809802749538744,3.945e-05
52.35,0.04452515,0.001,-14.30839443,0.0031415926535897933,-0.0809802749538744,3.945e-05
52.3,0.04458618,0.001,-14.30760903,0.0031415926535897933,-0.08097041243081159,3.945e-05
52.25,0.04447937,0.001,-14.29739885,0.0031415926535897933,-0.08084219988214149,3.945e-05
52.2,0.04586792,0.001,-14.25498731,0.0031415926535897933,-0.080309624390189,3.945e-05
52.15,0.05050659,0.001,-14.21375388,0.0031415926535897933,-0.07979184280840389,3.945e-05
52.1,0.05084229,0.001,-14.18508682,0.0031415926535897933,-0.0794318612189042,3.945e-05
52.05,0.04917908,0.001,-14.14463879,0.0031415926535897933,-0.0789239421601819,3.945e-05
52.0,0.04685974,0.001,-14.11204474,0.0031415926535897933,-0.07851464808094129,3.945e-05
51.6,0.04573059,0.001,-14.09790756,0.0031415926535897933,-0.0783371229169572,3.945e-05
51.95,0.0464325,0.001,-14.08887548,0.0031415926535897933,-0.07822370415288131,3.945e-05
51.55,0.04411316,0.001,-14.08416308,0.0031415926535897933,-0.0781645290145044,3.945e-05
51.65,0.04670715,0.001,-14.08023609,0.0031415926535897933,-0.0781152165247636,3.945e-05
51.9,0.04670715,0.001,-14.07984339,0.0031415926535897933,-0.0781102852632322,3.945e-05
51.8,0.04673767,0.001,-14.07905799,0.0031415926535897933,-0.07810042274016939,3.945e-05
51.75,0.04684448,0.001,-14.07905799,0.0031415926535897933,-0.07810042274016939,3.945e-05
51.7,0.04675293,0.001,-14.07905799,0.0031415926535897933,-0.07810042274016939,3.945e-05
51.85,0.04646301,0.001,-14.07905799,0.0031415926535897933,-0.07810042274016939,3.945e-05
51.5,0.04130554,0.001,-14.01779689,0.0031415926535897933,-0.0773311471970023,3.945e-05
51.45,0.03926086,0.001,-13.93729352,0.0031415926535897933,-0.07632024021551599,3.945e-05
51.4,0.03762817,0.001,-13.87799591,0.0031415926535897933,-0.07557562085443269,3.945e-05
51.35,0.03982544,0.001,-13.8202691,0.0031415926535897933,-0.07485072653947498,3.945e-05
51.3,0.04460144,0.001,-13.75311751,0.0031415926535897933,-0.07400748219891011,3.945e-05
51.25,0.04821777,0.001,-13.70245929,0.0031415926535897933,-0.0733713504659445,3.945e-05
51.2,0.04832458,0.001,-13.64551788,0.0031415926535897933,-0.07265631867404969,3.945e-05
50.75,0.04792786,0.001,-13.61410193,0.0031415926535897933,-0.0722618183794033,3.945e-05
51.15,0.04829407,0.001,-13.60860414,0.0031415926535897933,-0.0721927808435368,3.945e-05
50.8,0.04760742,0.001,-13.60624795,0.0031415926535897933,-0.0721631933999216,3.945e-05
51.1,0.04803467,0.001,-13.59996476,0.0031415926535897933,-0.07208429334099241,3.945e-05
51.05,0.04820251,0.001,-13.59721586,0.0031415926535897933,-0.07204977451027249,3.945e-05
51.0,0.04818726,0.001,-13.59682316,0.0031415926535897933,-0.0720448432487411,3.945e-05
50.95,0.04804993,0.001,-13.59682316,0.0031415926535897933,-0.0720448432487411,3.945e-05
50.9,0.04821777,0.001,-13.59682316,0.0031415926535897933,-0.0720448432487411,3.945e-05
50.85,0.04756165,0.001,-13.59682316,0.0031415926535897933,-0.0720448432487411,3.945e-05
50.7,0.0488739,0.001,-13.58425678,0.0031415926535897933,-0.07188704313088261,3.945e-05
50.65,0.05116272,0.001,-13.52849347,0.0031415926535897933,-0.07118680512358198,3.945e-05
50.6,0.0506134,0.001,-13.46487617,0.0031415926535897933,-0.0703879420112264,3.945e-05
50.55,0.04240417,0.001,-13.42207194,0.0031415926535897933,-0.0698504353833158,3.945e-05
50.5,0.0390625,0.001,-13.37062832,0.0031415926535897933,-0.0692044411272874,3.945e-05
50.45,0.03723145,0.001,-13.29208845,0.0031415926535897933,-0.0682181904534581,3.945e-05
50.4,0.03778076,0.001,-13.20726538,0.0031415926535897933,-0.0671530395951263,3.945e-05
49.9,0.04031372,0.001,-13.17899103,0.0031415926535897933,-0.0667979893927312,3.945e-05
49.95,0.0403595,0.001,-13.17310053,0.0031415926535897933,-0.0667240204697601,3.945e-05
50.35,0.03910828,0.001,-13.17192244,0.0031415926535897933,-0.06670922681073911,3.945e-05
49.85,0.04040527,0.001,-13.16956624,0.0031415926535897933,-0.0666796392415507,3.945e-05
50.05,0.03971863,0.001,-13.16485385,0.0031415926535897933,-0.066620464228747,3.945e-05
50.0,0.0398407,0.001,-13.16485385,0.0031415926535897933,-0.066620464228747,3.945e-05
50.15,0.03944397,0.001,-13.16485385,0.0031415926535897933,-0.066620464228747,3.945e-05
50.2,0.03923035,0.001,-13.16485385,0.0031415926535897933,-0.066620464228747,3.945e-05
50.3,0.03916931,0.001,-13.16485385,0.0031415926535897933,-0.066620464228747,3.945e-05
50.1,0.03964233,0.001,-13.16485385,0.0031415926535897933,-0.066620464228747,3.945e-05
50.25,0.03903198,0.001,-13.16485385,0.0031415926535897933,-0.066620464228747,3.945e-05
49.8,0.04098511,0.001,-13.14286268,0.0031415926535897933,-0.06634431395970801,3.945e-05
49.75,0.04421997,0.001,-13.10712704,0.0031415926535897933,-0.0658955699137894,3.945e-05
49.7,0.04968262,0.001,-13.05882502,0.0031415926535897933,-0.06528902575001229,3.945e-05
49.65,0.05532837,0.001,-13.0046325,0.0031415926535897933,-0.06460851266326399,3.945e-05
49.6,0.05749512,0.001,-12.95593778,0.0031415926535897933,-0.0639970372379554,3.945e-05
49.55,0.05070496,0.001,-12.90095987,0.0031415926535897933,-0.06330666175371759,3.945e-05
49.5,0.04859924,0.001,-12.86326073,0.0031415926535897933,-0.06283326140014199,3.945e-05
49.45,0.04672241,0.001,-12.82791778,0.0031415926535897933,-0.06238944849018159,3.945e-05
49.4,0.04534912,0.001,-12.79728723,0.0031415926535897933,-0.062004810718597994,3.945e-05
49.35,0.04194641,0.001,-12.76233699,0.0031415926535897933,-0.06156592919574229,3.945e-05
49.3,0.04014587,0.001,-12.73052834,0.0031415926535897933,-0.061166497639564485,3.945e-05
49.25,0.03869629,0.001,-12.70343208,0.0031415926535897933,-0.060826241096190406,3.945e-05
49.2,0.03820801,0.001,-12.67790662,0.0031415926535897933,-0.0605057095989419,3.945e-05
49.15,0.03817749,0.001,-12.64177828,0.0031415926535897933,-0.060052034291491904,3.945e-05
49.1,0.03878784,0.001,-12.61271853,0.0031415926535897933,-0.05968712156603399,3.945e-05
48.4,0.03871155,0.001,-12.60879153,0.0031415926535897933,-0.05963780895071989,3.945e-05
48.35,0.03912354,0.001,-12.60761343,0.0031415926535897933,-0.059623015166125684,3.945e-05
48.45,0.03857422,0.001,-12.60486454,0.0031415926535897933,-0.05958849646097909,3.945e-05
48.3,0.03953552,0.001,-12.59779595,0.0031415926535897933,-0.05949973387898701,3.945e-05
49.05,0.03912354,0.001,-12.59543975,0.0031415926535897933,-0.05947014630979859,3.945e-05
48.5,0.03840637,0.001,-12.59072736,0.0031415926535897933,-0.059410971296994894,3.945e-05
48.65,0.03860474,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
48.55,0.03846741,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
48.75,0.03848267,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
48.8,0.0385437,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
48.85,0.03813171,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
48.9,0.03849792,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
48.95,0.03871155,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
49.0,0.03787231,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
48.7,0.03823853,0.001,-12.58837117,0.0031415926535897933,-0.059381383853379696,3.945e-05
