I	y
0.09127808	0.0
0.09133911	0.0
0.09130859	0.0
0.09135437	0.0
0.09133911	0.0
0.09141541	0.0
0.09120178	0.0
0.09132385	0.0
0.09127808	0.0
0.09150696	0.0
0.09103394	0.0
0.09115601	0.0
0.09083557	0.0
0.09068298	0.0
0.09086609	0.0
0.09120178	0.0
0.09277344	0.0
0.09346008	0.0
0.09249878	-0.0009994000000000001
0.09121704	-0.009362800000000001
0.09088135	-0.03945
0.09107971	-0.09715220000000001
0.0909729	-0.138075
0.09095764	-0.1923056
0.09083557	-0.2623688
0.09063721	-0.33385220000000004
0.09065247	-0.4083338
0.09024048	-0.4990162
0.09011841	-0.57597
0.08999634	-0.6312
0.08976746	-0.66276
0.08973694	-0.7105734
0.08938599	-0.7909988
0.0894165	-0.8792616
0.0894928	-0.9625800000000001
0.08935547	-1.0103934
0.08920288	-1.0158638
0.08959961	-1.0158638
0.0899353	-1.0109194
0.08990479	-1.005975
0.08981323	-1.005975
0.08964539	-1.005975
0.08966064	-1.005975
0.08984375	-1.005975
0.08981323	-1.005975
0.08961487	-1.0064484
0.08979797	-1.0128656
0.08978271	-1.0325906
0.08969116	-1.0612050000000002
0.0894165	-1.12827
0.08979797	-1.203225
0.0892334	-1.2633994
0.08901978	-1.3116862
0.08927917	-1.3723866000000002
0.08926392	-1.416255
0.08901978	-1.4423972
0.08970642	-1.4971012000000001
0.08982849	-1.5617466000000002
0.08999634	-1.6184494000000003
0.09008789	-1.6780978000000002
0.08972168	-1.7259112
0.08953857	-1.7501072
0.08956909	-1.7831400000000002
0.08959961	-1.8072834000000002
0.08929443	-1.8107550000000001
0.08955383	-1.8107550000000001
0.08932495	-1.8107550000000001
0.08938599	-1.8107550000000001
0.08934021	-1.8107550000000001
0.08944702	-1.8107550000000001
0.08908081	-1.8107550000000001
0.08905029	-1.8063366
0.08882141	-1.8048112
0.0887146	-1.8058106
0.08900452	-1.8156994000000002
0.08921814	-1.8639862
0.08927917	-1.9547212000000003
0.08935547	-2.0213128
0.08955383	-2.0721244000000003
0.08927917	-2.1258816
0.08911133	-2.17764
0.08885193	-2.260485
0.0892334	-2.3285494
0.088974	-2.4069234
0.08874512	-2.5149112000000002
0.08892822	-2.5657228
0.08911133	-2.6105906
0.08863831	-2.6584566
0.08859253	-2.7121612
0.08865356	-2.7595012000000003
0.08860779	-2.7585544
0.08821106	-2.7324122
0.08833313	-2.7239962
0.08831787	-2.7239962
0.08843994	-2.7239962
0.08818054	-2.7239962
0.08972168	-2.7239962
0.09078979	-2.7239962
0.09005737	-2.7249956
